listing_id,user_id,listing_type,property_type,bedrooms,bathrooms,parking_spaces,land_area_sqm,floor_area_sqm,year_built,region,city,suburb,asking_price,price_display,status,listed_date,sold_date,view_count,enquiry_count,rateable_value
6651,8717,Sale,Apartment,3,1,2,NULL,57.6,1977,Southland,Gore,South,369557.94,"$369,557",sold,2024-10-22 07:32:24,2025-01-30 07:32:24,3657,334,"$293,335"
6652,8770,Sale,House,4,2,1,321.4,201.9,1942,Manawatu-Wanganui,Levin,West,360669.1,"$360,669",withdrawn,2024-01-29 20:58:09,NULL,6014,554,"$305,885"
6653,8110,Sale,House,3,1,1,287.7,246.7,2010,Canterbury,Selwyn,East,1273294.96,$1.27M,expired,2025-06-05 16:11:48,NULL,3172,223,"$1,040,818"
6654,8941,Rent,Section,NULL,NULL,NULL,446.9,NULL,1996,Manawatu-Wanganui,Palmerston North,North,553.34,$553pw,sold,2024-09-29 04:27:28,2024-12-10 04:27:28,4336,304,NULL
6655,7625,Tender,Townhouse,4,1,3,628.1,150.4,NULL,Wellington,Lower Hutt,Petone,653575.89,Tender,sold,2024-01-03 06:31:12,2024-04-09 06:31:12,5228,282,"$488,188"
6656,1328,Rent,Townhouse,2,1,2,1178.8,245.4,1953,Hawkes Bay,Hastings,Central,378.48,$378pw,sold,2023-09-11 12:17:27,2023-12-23 12:17:27,5137,393,NULL
6657,8598,Rent,House,2,2,2,412.0,116.1,NULL,Bay of Plenty,Tauranga,Otumoetai,837.43,$837pw,under_offer,2026-07-10 01:21:33,NULL,181,10,NULL
6658,9934,Sale,House,2,2,2,840.1,132.2,2019,Otago,Oamaru,Central,627361.77,"$627,361",under_offer,2024-07-03 18:48:27,NULL,6141,714,"$448,777"
6659,7877,Rent,House,4,2,1,327.5,282.3,1930,Wellington,Wellington City,Island Bay,769.09,$769pw,sold,2024-03-29 15:54:57,2024-06-01 15:54:57,6032,411,NULL
6660,8584,Auction,House,4,1,1,859.1,241.0,NULL,Auckland,Papakura,Central,NULL,Auction,sold,2025-10-31 02:05:23,2025-11-21 02:05:23,1391,75,NULL
6661,9631,Tender,Apartment,3,1,0,NULL,51.5,1966,Southland,Invercargill,Central,179866.37,Tender,sold,2025-01-25 00:13:50,2025-02-12 00:13:50,3684,201,"$144,471"
6662,8439,Sale,Rural,3,2,2,93416.6,239.5,NULL,Canterbury,Christchurch,Merivale,768360.34,"$768,360",withdrawn,2026-07-12 15:52:51,NULL,273,21,"$554,207"
6663,8853,Rent,House,3,2,3,990.4,119.4,2019,Bay of Plenty,Tauranga,Papamoa,717.18,$717pw,expired,2026-05-02 22:23:25,NULL,452,41,NULL
6664,8700,Sale,Section,NULL,NULL,NULL,1320.1,NULL,1954,Wellington,Upper Hutt,Central,323165.34,"$323,165",withdrawn,2026-06-01 07:23:55,NULL,303,16,"$255,585"
6665,8961,Rent,Section,NULL,NULL,NULL,2804.6,NULL,1979,Auckland,North Shore,Birkenhead,922.73,$922pw,sold,2024-02-28 09:47:14,2024-05-16 09:47:14,5682,387,NULL
6666,7983,Sale,Townhouse,2,2,2,527.5,260.0,1930,Otago,Dunedin,North East Valley,1503679.08,$1.50M,under_offer,2026-01-07 13:04:52,NULL,1221,127,"$1,359,254"
6667,7269,Tender,House,2,1,2,839.7,126.0,1921,Wellington,Lower Hutt,Petone,1675394.76,Tender,expired,2024-10-17 07:03:48,NULL,4663,195,"$1,248,443"
6668,2221,Rent,Unit,3,3,3,NULL,98.5,1963,Wellington,Porirua,North,780.92,$780pw,sold,2025-12-10 01:46:45,2026-04-02 01:46:45,1809,112,NULL
6669,8614,Sale,Apartment,1,2,2,NULL,133.9,1925,Wellington,Porirua,North,289031.16,"$289,031",sold,2024-03-25 00:33:44,2024-05-12 00:33:44,5560,379,"$225,457"
6670,7790,Sale,Apartment,1,1,0,NULL,90.7,2011,Hawkes Bay,Havelock North,South,389032.68,"$389,032",expired,2024-01-05 05:32:39,NULL,4279,187,"$363,847"
6671,5276,Sale,Rural,2,3,3,37276.5,203.1,1958,Manawatu-Wanganui,Palmerston North,West,806119.33,"$806,119",expired,2024-04-01 14:12:32,NULL,6037,678,"$707,142"
6672,4242,Rent,Apartment,1,1,0,NULL,124.3,NULL,Otago,Oamaru,West,694.6,$694pw,sold,2024-08-11 15:04:54,2024-09-04 15:04:54,3591,140,NULL
6673,8431,Tender,House,4,3,2,905.3,343.2,1964,Northland,Whangarei,North,NULL,Tender,sold,2024-02-28 10:40:16,2024-04-03 10:40:16,2260,180,NULL
6674,6215,Sale,Lifestyle,3,1,2,7578.5,103.5,NULL,Taranaki,Hawera,East,1150089.9,$1.15M,sold,2025-07-25 10:51:43,2025-08-11 10:51:43,2473,175,"$940,232"
6675,7976,Sale,House,3,3,3,729.8,262.8,1934,Auckland,Franklin,East,1955869.36,$1.96M,sold,2026-04-30 03:41:00,2026-05-26 03:41:00,469,28,"$1,573,735"
6676,8210,Rent,House,4,1,2,409.7,81.0,NULL,Auckland,Auckland City,St Heliers,945.35,$945pw,sold,2025-05-31 18:14:33,2025-08-10 18:14:33,1004,50,NULL
6677,8570,Sale,Rural,4,2,3,79450.0,180.6,1972,Bay of Plenty,Mount Maunganui,West,1688822.69,$1.69M,sold,2024-07-05 01:55:56,2024-09-07 01:55:56,5617,280,"$1,296,408"
6678,7845,Auction,Rural,3,1,1,61240.1,332.2,NULL,Bay of Plenty,Tauranga,Welcome Bay,NULL,Auction,sold,2024-02-06 06:32:31,2024-04-08 06:32:31,6422,235,NULL
6679,8954,Tender,Rural,5,2,2,29851.7,81.6,NULL,Bay of Plenty,Whakatane,East,NULL,Tender,withdrawn,2025-09-25 18:51:54,NULL,1146,73,NULL
6680,8750,Rent,Apartment,2,1,2,NULL,140.3,NULL,Hawkes Bay,Havelock North,East,929.03,$929pw,expired,2024-03-10 06:59:16,NULL,6002,350,NULL
6681,7264,Sale,House,2,2,2,366.4,291.1,1939,Hawkes Bay,Napier,North,529344.93,"$529,344",sold,2025-07-14 15:10:06,2025-07-29 15:10:06,2166,90,"$382,737"
6682,8407,Auction,Apartment,1,2,1,NULL,140.8,2015,Canterbury,Selwyn,West,NULL,Auction,expired,2026-03-06 05:48:11,NULL,691,82,NULL
6683,8292,Sale,Apartment,3,1,1,NULL,62.5,NULL,Taranaki,New Plymouth,West,170905.67,"$170,905",under_offer,2023-08-08 01:03:34,NULL,8615,641,"$147,882"
6684,3331,Rent,House,2,2,2,459.6,164.1,NULL,Auckland,Manukau,East,656.29,$656pw,under_offer,2024-08-29 01:33:12,NULL,3475,231,NULL
6685,7126,Sale,Apartment,2,1,0,NULL,83.3,NULL,Nelson-Marlborough,Blenheim,West,194394.62,"$194,394",expired,2023-12-27 17:31:12,NULL,6088,354,"$150,428"
6686,957,Deadline Sale,Apartment,2,2,2,NULL,60.8,1939,Waikato,Cambridge,West,328114.17,"$328,114",expired,2026-05-29 00:27:36,NULL,307,30,"$284,464"
6687,7056,Rent,Lifestyle,4,1,2,11959.4,148.9,NULL,Auckland,Franklin,South,910.38,$910pw,sold,2025-10-19 00:07:25,2025-11-14 00:07:25,1597,132,NULL
6688,7273,Tender,Townhouse,4,1,2,306.3,312.6,1985,Auckland,Papakura,East,2474603.42,Tender,withdrawn,2025-02-11 23:35:22,NULL,2254,218,"$1,808,661"
6689,7109,Sale,House,5,2,2,889.7,332.3,1922,Auckland,Manukau,East,2122348.94,$2.12M,expired,2024-01-22 21:02:39,NULL,2614,281,"$1,981,586"
6690,8003,Deadline Sale,Townhouse,3,1,1,635.7,84.0,1968,Bay of Plenty,Whakatane,West,853872.07,"$853,872",sold,2024-02-12 01:30:24,2024-05-13 01:30:24,7176,580,"$612,518"
6691,7395,Rent,Section,NULL,NULL,NULL,1411.8,NULL,2001,Bay of Plenty,Tauranga,Welcome Bay,1033.56,$1033pw,under_offer,2026-03-22 05:35:23,NULL,1041,43,NULL
6692,8335,Auction,House,4,2,2,346.8,122.4,NULL,Waikato,Hamilton,Rototuna,NULL,Auction,expired,2023-09-08 07:00:33,NULL,4571,334,NULL
6693,7049,Deadline Sale,Apartment,3,2,1,NULL,111.5,2008,Bay of Plenty,Mount Maunganui,Central,386765.69,"$386,765",expired,2025-09-02 12:53:19,NULL,2336,263,"$291,910"
6694,1746,Rent,House,3,1,3,1003.6,223.6,1980,Bay of Plenty,Tauranga,Otumoetai,757.19,$757pw,under_offer,2026-07-29 23:58:45,NULL,102,7,NULL
6695,7471,Sale,House,2,1,1,629.5,208.0,1958,Waikato,Taupo,South,970007.38,"$970,007",under_offer,2025-09-12 07:33:46,NULL,1816,81,"$816,114"
6696,8901,Deadline Sale,Apartment,1,2,1,NULL,148.9,1985,Auckland,Franklin,West,427423.3,"$427,423",sold,2025-07-09 20:23:23,2025-08-14 20:23:23,1963,229,"$316,752"
6697,7473,Auction,Lifestyle,4,2,2,39698.6,260.0,1982,Bay of Plenty,Rotorua,East,NULL,Auction,under_offer,2025-09-27 13:17:55,NULL,1946,85,NULL
6698,5385,Sale,Unit,4,2,1,NULL,161.8,1969,Auckland,Franklin,North,1473897.39,$1.47M,sold,2026-05-09 15:22:46,2026-06-26 15:22:46,250,23,"$1,314,812"
6699,9655,Sale,Unit,3,1,1,NULL,284.1,NULL,Canterbury,Ashburton,Central,1111933.81,$1.11M,sold,2024-10-21 23:07:24,2024-10-28 23:07:24,4104,196,"$890,014"
6700,4530,Sale,Unit,5,1,2,NULL,240.2,1961,Taranaki,New Plymouth,East,620210.79,"$620,210",sold,2025-03-20 16:11:51,2025-03-30 16:11:51,3377,151,"$542,401"
6701,8435,Sale,Apartment,1,1,2,NULL,47.5,NULL,Bay of Plenty,Mount Maunganui,West,306645.66,"$306,645",sold,2026-04-04 22:42:52,2026-07-03 22:42:52,991,58,"$223,781"
6702,6600,Rent,House,5,1,3,710.8,163.6,2005,Waikato,Taupo,West,576.77,$576pw,sold,2025-11-06 04:17:43,2026-03-05 04:17:43,1869,122,NULL
6703,8235,Auction,House,2,3,2,856.4,314.9,2023,Auckland,Papakura,North,NULL,Auction,sold,2025-12-18 23:06:25,2026-03-03 23:06:25,1791,137,NULL
6704,8440,Deadline Sale,House,3,1,1,1023.6,167.5,1999,Manawatu-Wanganui,Palmerston North,South,746398.74,"$746,398",sold,2025-06-14 06:34:56,2025-07-17 06:34:56,3146,114,"$635,528"
6705,7601,Tender,Lifestyle,2,3,2,90521.7,344.1,NULL,Manawatu-Wanganui,Palmerston North,North,922562.18,Tender,sold,2025-01-03 23:25:22,2025-04-20 23:25:22,3924,447,"$840,065"
6706,7901,Rent,Townhouse,2,2,2,448.8,188.9,1955,Wellington,Kapiti Coast,East,788.32,$788pw,sold,2025-12-05 21:14:19,2026-02-25 21:14:19,1825,99,NULL
6707,4531,Auction,Lifestyle,4,1,3,44851.2,177.9,1921,Auckland,Auckland City,Mt Eden,NULL,Auction,expired,2025-12-24 00:04:24,NULL,602,35,NULL
6708,7014,Sale,Lifestyle,4,2,2,30800.5,263.5,1954,Auckland,Franklin,South,789960.97,"$789,960",sold,2023-10-14 17:05:33,2023-12-11 17:05:33,2365,175,"$630,829"
6709,2725,Sale,House,4,2,3,1155.2,254.2,1969,Auckland,Manukau,East,1837867.6,$1.84M,expired,2025-02-25 17:48:32,NULL,1322,78,"$1,425,443"
6710,7165,Rent,Unit,3,2,1,NULL,252.8,2023,Auckland,Waitakere,West,367.18,$367pw,sold,2023-08-23 10:45:19,2023-09-16 10:45:19,5004,280,NULL
6711,6747,Sale,Section,NULL,NULL,NULL,3830.4,NULL,1995,Hawkes Bay,Napier,North,230211.2,"$230,211",active,2026-07-20 11:01:31,NULL,203,19,"$203,438"
6712,8430,Sale,Townhouse,2,2,2,488.3,187.4,1939,Auckland,Manukau,North,1100781.35,$1.10M,expired,2025-10-11 04:36:57,NULL,1633,180,"$825,103"
6713,4666,Sale,House,2,2,2,1200.0,273.4,NULL,Auckland,Waitakere,East,2344486.07,$2.34M,under_offer,2024-09-05 16:28:19,NULL,3985,286,"$1,812,667"
6714,5104,Sale,Lifestyle,4,3,1,55912.8,98.9,NULL,Waikato,Rotorua,Central,1777017.35,$1.78M,sold,2024-03-17 21:04:34,2024-04-26 21:04:34,5847,650,"$1,520,592"
6715,7035,Deadline Sale,House,5,2,1,857.9,150.2,1991,Hawkes Bay,Hastings,East,831129.06,"$831,129",expired,2025-03-15 17:51:12,NULL,2368,268,"$690,186"
6716,8819,Deadline Sale,House,5,3,3,775.6,325.9,NULL,Auckland,Franklin,West,1696917.41,$1.70M,expired,2024-04-13 09:13:24,NULL,3655,422,"$1,271,897"
6717,7882,Deadline Sale,Section,NULL,NULL,NULL,2372.5,NULL,1974,Canterbury,Timaru,East,309959.36,"$309,959",sold,2024-12-25 10:52:04,2025-04-12 10:52:04,3247,203,"$231,160"
6718,8042,Rent,House,4,1,2,366.6,190.4,NULL,Canterbury,Selwyn,East,1031.89,$1031pw,sold,2024-08-22 17:32:48,2024-11-14 17:32:48,4430,356,NULL
6719,7210,Deadline Sale,House,2,1,2,412.5,332.9,1925,Nelson-Marlborough,Blenheim,South,803717.82,"$803,717",sold,2024-09-12 08:50:41,2024-11-15 08:50:41,2510,76,"$610,382"
6720,8760,Sale,Townhouse,4,1,2,983.4,199.1,NULL,Waikato,Taupo,North,454662.4,"$454,662",under_offer,2025-12-12 12:21:06,NULL,1040,87,"$333,113"
6721,7297,Sale,House,4,2,1,420.7,83.6,1933,Bay of Plenty,Mount Maunganui,West,812470.53,"$812,470",withdrawn,2025-05-25 00:57:14,NULL,999,66,"$580,908"
6722,7662,Rent,House,3,1,2,970.0,287.6,2005,Bay of Plenty,Mount Maunganui,East,484.92,$484pw,withdrawn,2026-02-11 18:17:37,NULL,749,81,NULL
6723,8686,Sale,Unit,3,1,1,NULL,188.4,1997,Manawatu-Wanganui,Feilding,Central,826185.26,"$826,185",under_offer,2024-04-05 20:53:20,NULL,5896,546,"$662,460"
6724,7641,Sale,House,4,1,1,447.1,216.5,1994,Bay of Plenty,Whakatane,North,562320.16,"$562,320",sold,2023-11-18 19:15:50,2024-03-09 19:15:50,6846,683,"$442,384"
6725,8885,Rent,Townhouse,4,2,3,1090.1,249.0,2015,Auckland,Manukau,East,350.46,$350pw,expired,2024-02-07 17:21:26,NULL,2081,124,NULL
6726,8162,Sale,Townhouse,3,2,3,423.9,178.8,1996,Auckland,North Shore,Milford,1567337.94,$1.57M,expired,2024-07-28 05:26:13,NULL,5090,454,"$1,275,296"
6727,8832,Auction,House,3,2,2,514.0,153.4,1982,Auckland,Waitakere,Central,1726910.81,Auction,sold,2023-09-28 11:45:19,2023-12-24 11:45:19,6869,269,"$1,424,215"
6728,7373,Sale,House,3,2,3,647.8,304.6,NULL,Wellington,Upper Hutt,Central,625482.54,"$625,482",expired,2024-03-23 00:14:21,NULL,4289,449,"$589,331"
6729,8753,Rent,Lifestyle,5,2,2,46192.1,322.6,NULL,Northland,Kaitaia,Central,455.7,$455pw,sold,2025-10-11 09:47:18,2025-11-08 09:47:18,812,97,NULL
6730,8693,Sale,House,3,2,3,771.3,342.5,1988,Canterbury,Christchurch,Fendalton,1270582.13,$1.27M,expired,2024-07-14 09:49:20,NULL,3546,407,"$1,152,003"
6731,7484,Sale,Townhouse,4,2,2,507.7,214.8,1966,Otago,Wanaka,Central,1816787.1,$1.82M,under_offer,2024-07-25 05:09:37,NULL,5181,516,"$1,649,850"
6732,1353,Sale,House,5,2,2,1138.1,252.8,NULL,Waikato,Hamilton,Flagstaff,588139.47,"$588,139",under_offer,2023-09-14 06:05:35,NULL,7646,528,"$435,480"
6733,8954,Rent,Unit,2,1,1,NULL,119.2,1965,Southland,Invercargill,South,703.59,$703pw,sold,2025-07-18 18:05:29,2025-08-05 18:05:29,1769,211,NULL
6734,8880,Auction,Lifestyle,3,3,1,7494.3,84.5,NULL,Auckland,Waitakere,West,NULL,Auction,sold,2025-10-15 10:53:10,2025-10-28 10:53:10,1872,151,NULL
6735,8848,Deadline Sale,House,4,1,1,431.9,279.2,1994,Gisborne,Gisborne,North,455364.92,"$455,364",sold,2025-07-07 18:28:27,2025-09-12 18:28:27,2680,85,"$372,517"
6736,7483,Tender,Rural,2,2,1,27490.4,332.9,2008,Waikato,Rotorua,East,612403.57,Tender,expired,2023-12-19 21:28:19,NULL,4441,508,"$472,448"
6737,8764,Rent,Unit,3,1,2,NULL,198.6,1952,Otago,Wanaka,East,1151.92,$1151pw,under_offer,2024-08-03 21:23:28,NULL,2762,210,NULL
6738,8210,Sale,Section,NULL,NULL,NULL,2375.8,NULL,1972,Auckland,Franklin,Central,580870.14,"$580,870",sold,2026-06-22 19:11:27,2026-07-22 19:11:27,406,32,"$447,039"
6739,7436,Rent,House,3,1,2,1085.1,204.7,1979,Gisborne,Gisborne,North,969.76,$969pw,sold,2025-07-28 11:05:55,2025-11-14 11:05:55,2212,69,NULL
6740,8538,Sale,House,4,2,2,924.7,284.7,1936,Bay of Plenty,Rotorua,West,1447219.44,$1.45M,expired,2025-03-28 06:02:14,NULL,3788,219,"$1,101,630"
6741,7405,Rent,House,3,1,2,542.8,300.0,1946,Bay of Plenty,Mount Maunganui,West,774.21,$774pw,sold,2026-04-07 02:23:15,2026-04-24 02:23:15,815,39,NULL
6742,8939,Sale,House,3,2,1,949.2,98.1,1941,Northland,Paihia,North,856717.0,"$856,717",expired,2024-09-16 10:47:57,NULL,2831,295,"$754,275"
6743,8434,Deadline Sale,Townhouse,3,2,2,300.9,304.9,1980,Wellington,Porirua,South,900826.98,"$900,826",expired,2023-11-17 00:31:14,NULL,7466,307,"$704,187"
6744,7617,Sale,Townhouse,3,1,1,221.5,145.7,2020,Otago,Queenstown,Frankton,1572960.71,$1.57M,expired,2024-07-03 15:07:11,NULL,4547,234,"$1,220,702"
6745,8861,Rent,Unit,4,2,2,NULL,288.2,1959,Wellington,Lower Hutt,Eastbourne,696.35,$696pw,expired,2025-01-12 11:04:25,NULL,2170,93,NULL
6746,2286,Rent,House,5,1,2,376.0,170.5,1960,Otago,Dunedin,Roslyn,1059.42,$1059pw,under_offer,2025-07-20 20:51:22,NULL,2207,216,NULL
6747,8749,Sale,Lifestyle,3,1,1,26121.7,294.4,2019,Waikato,Rotorua,South,924281.12,"$924,281",sold,2024-11-22 22:17:18,2025-02-04 22:17:18,4753,534,"$847,040"
6748,7441,Sale,Rural,3,2,1,54886.7,81.1,1997,Canterbury,Christchurch,Merivale,1223933.87,$1.22M,sold,2025-11-09 10:41:22,2025-12-19 10:41:22,1926,218,"$1,014,022"
6749,7732,Auction,Apartment,2,1,1,NULL,126.6,1995,Bay of Plenty,Tauranga,Otumoetai,620043.55,Auction,sold,2025-08-24 08:36:49,2025-11-25 08:36:49,2474,190,"$536,637"
6750,8545,Auction,Townhouse,4,2,3,252.3,291.6,NULL,Auckland,North Shore,Browns Bay,NULL,Auction,sold,2026-04-18 11:44:59,2026-06-27 11:44:59,442,13,NULL
6751,7506,Rent,Unit,2,1,2,NULL,220.5,NULL,Manawatu-Wanganui,Feilding,North,826.99,$826pw,expired,2025-10-31 10:13:43,NULL,1286,91,NULL
6752,8504,Sale,House,2,1,3,480.3,174.3,2006,Nelson-Marlborough,Richmond,South,308793.93,"$308,793",expired,2024-01-25 20:17:54,NULL,6797,622,"$218,302"
6753,9717,Rent,Lifestyle,2,1,2,92386.5,268.4,1979,Bay of Plenty,Tauranga,Otumoetai,1183.91,$1183pw,expired,2026-05-16 00:32:24,NULL,682,71,NULL
6754,7715,Rent,House,3,2,2,243.7,122.7,NULL,Auckland,Waitakere,East,641.1,$641pw,expired,2026-06-09 18:47:52,NULL,475,22,NULL
6755,7786,Auction,Rural,2,1,2,67463.3,96.3,1959,Canterbury,Selwyn,West,542089.06,Auction,sold,2025-12-15 10:15:30,2026-03-04 10:15:30,1281,75,"$463,410"
6756,7264,Rent,House,4,2,1,885.4,143.5,1933,Canterbury,Christchurch,Cashmere,1000.79,$1000pw,expired,2025-10-03 00:19:47,NULL,1717,99,NULL
6757,8955,Sale,Rural,4,2,2,57144.8,84.7,1941,Bay of Plenty,Rotorua,South,1714898.1,$1.71M,under_offer,2023-09-22 10:38:23,NULL,3710,282,"$1,611,319"
6758,7744,Deadline Sale,Townhouse,4,1,2,397.9,163.9,2020,Otago,Oamaru,East,1946122.45,$1.95M,under_offer,2024-11-27 07:39:31,NULL,2170,139,"$1,470,472"
6759,8364,Rent,Lifestyle,3,2,2,80722.3,310.8,NULL,Canterbury,Christchurch,Fendalton,602.29,$602pw,withdrawn,2024-03-02 17:39:21,NULL,3248,101,NULL
6760,8091,Rent,House,3,2,1,1140.5,284.0,2000,Auckland,North Shore,Albany,512.34,$512pw,sold,2024-06-26 05:17:45,2024-09-20 05:17:45,3850,160,NULL
6761,2404,Deadline Sale,House,5,3,1,890.3,188.4,NULL,Bay of Plenty,Whakatane,East,449461.57,"$449,461",under_offer,2025-05-21 07:29:29,NULL,3314,117,"$361,878"
6762,7513,Sale,House,3,1,2,766.1,142.6,NULL,Taranaki,Hawera,Central,510199.05,"$510,199",expired,2026-01-31 10:59:36,NULL,1003,83,"$457,722"
6763,3988,Sale,Apartment,2,1,1,NULL,125.0,2021,Auckland,Manukau,East,699066.16,"$699,066",withdrawn,2026-05-05 18:51:44,NULL,857,94,"$603,166"
6764,7260,Rent,Apartment,2,1,2,NULL,81.2,NULL,Auckland,Waitakere,Central,975.28,$975pw,sold,2024-10-12 15:24:45,2024-11-04 15:24:45,3619,419,NULL
6765,7108,Tender,House,3,1,2,714.6,133.4,NULL,Auckland,North Shore,Birkenhead,1757633.69,Tender,expired,2023-10-05 17:53:14,NULL,7718,357,"$1,545,778"
6766,7152,Rent,House,5,2,3,587.0,211.5,1984,Wellington,Lower Hutt,Stokes Valley,1180.41,$1180pw,under_offer,2025-02-18 03:06:25,NULL,3689,188,NULL
6767,9035,Sale,House,4,1,1,917.1,206.5,1970,Canterbury,Christchurch,New Brighton,1341016.15,$1.34M,under_offer,2026-04-15 14:46:12,NULL,997,118,"$1,262,597"
6768,8677,Rent,Section,NULL,NULL,NULL,3818.3,NULL,2022,Auckland,Franklin,North,746.49,$746pw,sold,2025-09-27 14:54:22,2025-11-16 14:54:22,1589,123,NULL
6769,8968,Sale,House,5,3,3,979.0,142.6,1991,Otago,Oamaru,Central,1171747.97,$1.17M,withdrawn,2026-07-07 21:13:03,NULL,200,19,"$835,449"
6770,7535,Rent,House,4,1,1,375.4,327.1,1957,Manawatu-Wanganui,Feilding,South,809.68,$809pw,sold,2025-02-16 19:03:10,2025-06-04 19:03:10,3482,108,NULL
6771,8051,Rent,Unit,3,3,2,NULL,133.2,2014,Wellington,Kapiti Coast,West,742.72,$742pw,under_offer,2026-07-07 07:34:34,NULL,106,10,NULL
6772,8374,Rent,Townhouse,5,3,3,720.1,88.7,1924,Wellington,Kapiti Coast,West,772.21,$772pw,expired,2025-08-24 16:45:03,NULL,1453,131,NULL
6773,8066,Rent,Townhouse,3,1,2,467.4,329.6,1925,Northland,Whangarei,Central,946.89,$946pw,withdrawn,2026-02-14 14:19:34,NULL,1361,94,NULL
6774,1704,Sale,House,3,2,3,295.6,166.9,2018,Otago,Dunedin,Roslyn,1299931.65,$1.30M,expired,2025-11-21 01:11:50,NULL,1219,106,"$971,559"
6775,7651,Sale,House,4,2,2,388.8,307.4,2025,Otago,Queenstown,Frankton,924026.55,"$924,026",withdrawn,2024-04-10 07:06:47,NULL,2974,242,"$852,100"
6776,7683,Rent,Apartment,1,1,1,NULL,143.8,1928,Waikato,Cambridge,East,990.42,$990pw,sold,2023-12-25 07:08:04,2024-01-31 07:08:04,7524,440,NULL
6777,7455,Sale,House,2,1,2,1076.8,85.9,1924,Waikato,Hamilton,Chartwell,1080280.32,$1.08M,withdrawn,2025-03-25 10:16:57,NULL,2250,170,"$917,202"
6778,8316,Deadline Sale,Section,NULL,NULL,NULL,2911.6,NULL,2026,Wellington,Lower Hutt,Wainuiomata,657283.59,"$657,283",expired,2026-06-10 23:32:08,NULL,238,15,"$538,078"
6779,8415,Sale,Apartment,3,1,1,NULL,77.4,1974,Bay of Plenty,Tauranga,Papamoa,657960.19,"$657,960",expired,2023-10-19 07:49:42,NULL,6857,483,"$545,442"
6780,564,Auction,Lifestyle,5,1,1,6079.1,286.0,1971,Auckland,Papakura,East,NULL,Auction,expired,2026-04-16 18:38:12,NULL,360,17,NULL
6781,7601,Rent,Unit,4,3,3,NULL,151.3,1935,Auckland,Manukau,West,860.88,$860pw,expired,2026-01-20 10:30:23,NULL,1311,128,NULL
6782,8116,Sale,House,5,2,3,990.2,333.7,1959,Wellington,Upper Hutt,North,812281.71,"$812,281",sold,2024-01-19 15:11:20,2024-02-05 15:11:20,4778,472,"$697,190"
6783,7455,Auction,House,3,2,1,918.0,178.1,1956,Nelson-Marlborough,Richmond,North,NULL,Auction,sold,2024-01-21 18:08:29,2024-02-01 18:08:29,3368,152,NULL
6784,8790,Sale,Townhouse,3,3,3,492.2,148.3,1944,Auckland,Papakura,East,924380.65,"$924,380",sold,2026-07-06 20:13:09,2026-07-22 20:13:09,219,18,"$738,663"
6785,8162,Rent,Section,NULL,NULL,NULL,1122.6,NULL,1927,Auckland,Auckland City,Herne Bay,456.24,$456pw,expired,2024-08-21 09:34:02,NULL,3584,388,NULL
6786,7203,Sale,Townhouse,2,3,2,228.2,110.8,1975,Wellington,Kapiti Coast,Central,842892.64,"$842,892",under_offer,2026-03-18 11:09:49,NULL,833,72,"$590,504"
6787,8308,Rent,House,5,2,2,935.9,288.0,1952,Auckland,Manukau,East,1099.34,$1099pw,withdrawn,2026-06-02 05:47:48,NULL,504,46,NULL
6788,8163,Sale,Section,NULL,NULL,NULL,2877.2,NULL,1976,Canterbury,Timaru,West,271344.08,"$271,344",sold,2025-09-29 11:23:01,2025-12-17 11:23:01,2458,246,"$229,080"
6789,7573,Deadline Sale,House,3,2,3,835.6,326.1,1994,Canterbury,Waimakariri,South,538983.03,"$538,983",sold,2024-06-05 22:48:33,2024-06-21 22:48:33,5545,425,"$405,566"
6790,7140,Sale,Apartment,2,1,0,NULL,51.5,1998,Wellington,Lower Hutt,Eastbourne,773026.74,"$773,026",expired,2025-04-30 00:26:14,NULL,1562,119,"$571,995"
6791,7951,Tender,Lifestyle,3,1,2,18747.4,320.0,1956,Auckland,Manukau,West,2661010.47,Tender,sold,2025-08-10 02:15:21,2025-10-22 02:15:21,2101,223,"$2,510,858"
6792,7400,Sale,Apartment,2,2,2,NULL,104.2,NULL,Southland,Gore,East,291275.01,"$291,275",sold,2025-10-10 02:12:49,2026-01-23 02:12:49,1685,137,"$273,216"
6793,7225,Sale,Section,NULL,NULL,NULL,3526.6,NULL,1979,Wellington,Wellington City,Miramar,637430.63,"$637,430",sold,2024-04-03 04:10:07,2024-05-20 04:10:07,3137,259,"$459,523"
6794,6048,Sale,Townhouse,3,2,2,435.3,245.9,1982,Canterbury,Waimakariri,South,1205153.5,$1.21M,sold,2026-04-23 14:56:11,2026-06-14 14:56:11,825,34,"$1,050,236"
6795,7071,Auction,House,4,3,2,280.4,309.8,1970,Canterbury,Timaru,Central,NULL,Auction,sold,2026-05-03 04:27:03,2026-05-30 04:27:03,773,69,NULL
6796,7412,Rent,House,3,2,2,206.7,190.3,NULL,Southland,Te Anau,Central,1011.38,$1011pw,sold,2025-12-24 07:10:01,2026-04-10 07:10:01,911,59,NULL
6797,8007,Rent,House,4,2,3,906.3,213.2,1922,Wellington,Lower Hutt,Wainuiomata,848.31,$848pw,expired,2024-04-16 00:50:27,NULL,3388,348,NULL
6798,8123,Deadline Sale,Townhouse,3,1,1,775.3,292.4,1988,Wellington,Lower Hutt,Stokes Valley,1045606.85,$1.05M,sold,2024-12-06 16:43:08,2025-03-03 16:43:08,1680,164,"$798,694"
