contact_id,listing_id,listing_source,user_id,product_area,reason,created_date,resolved_date,resolution_time_hours,description,metadata
10568,2324,marketplace,8417,Marketplace,Delivery,2025-03-23 15:09:46,2025-03-26 15:42:32,72.55,Wrong item delivered,"{""channel"": ""Phone"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0043"", ""tags"": [""delivery"", ""escalation_risk""], ""escalated"": false}"
10569,6574,motors,5923,Motors,Billing,2023-12-28 07:53:47,2023-12-28 23:52:35,15.98,Double-charged for feature upgrade,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0032"", ""tags"": [""billing""], ""escalated"": false}"
10570,16270,motors,4784,Motors,Technical,2024-11-01 05:37:09,2024-11-01 17:21:57,11.75,Search results not showing my listing,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0023"", ""tags"": [""technical"", ""escalation_risk""], ""escalated"": false}"
10571,12740,property,479,Property,Listing Quality,2024-05-06 08:43:59,NULL,NULL,Listing has incorrect category,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0042"", ""tags"": [""listing_quality""], ""escalated"": false}"
10572,2918,marketplace,2320,Marketplace,Delivery,2024-01-19 13:23:08,2024-01-26 00:50:04,155.45,Courier lost package,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0034"", ""tags"": [""delivery""], ""escalated"": false}"
10573,NULL,NULL,3177,Marketplace,Account,2025-03-18 07:36:46,2025-03-18 15:39:49,8.05,Account suspended without explanation,"{""channel"": ""App"", ""priority"": ""High"", ""agent_id"": ""AGT-0037"", ""tags"": [""account"", ""escalation_risk""], ""escalated"": false}"
10574,12111,property,1210,Property,Fraud,2024-01-07 12:26:46,2024-01-11 23:56:04,107.49,Suspicious listing - possible scam,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0028"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
10575,6667,property,3530,Property,Technical,2024-12-24 19:36:42,2024-12-25 12:48:08,17.19,Payment gateway error,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0004"", ""tags"": [""technical""], ""escalated"": false}"
10576,7376,motors,7472,Motors,Listing Quality,2026-01-10 05:41:28,2026-01-11 05:41:07,23.99,Photos are stock images not actual item,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0021"", ""tags"": [""listing_quality""], ""escalated"": false}"
10577,2617,motors,7222,Motors,Listing Quality,2026-03-29 10:38:50,2026-03-30 01:37:13,14.97,Description contains misleading information,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0010"", ""tags"": [""listing_quality""], ""escalated"": false}"
10578,NULL,NULL,2773,Motors,Account,2024-01-07 06:23:40,2024-01-07 08:30:59,2.12,Two-factor authentication issue,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0045"", ""tags"": [""account""], ""escalated"": false}"
10579,2539,property,3950,Property,Listing Quality,2025-12-02 14:04:12,NULL,NULL,Listing has incorrect category,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0012"", ""tags"": [""listing_quality""], ""escalated"": false}"
10580,46738,marketplace,8133,Marketplace,Listing Quality,2025-12-28 16:18:13,NULL,NULL,Photos are stock images not actual item,"{""channel"": ""Phone"", ""priority"": ""Low"", ""agent_id"": ""AGT-0031"", ""tags"": [""listing_quality""], ""escalated"": false}"
10581,8002,property,7750,Property,Technical,2025-09-23 13:04:58,2025-09-24 16:11:54,27.12,Page not loading correctly on mobile,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0044"", ""tags"": [""technical""], ""escalated"": false}"
10582,16297,motors,5735,Motors,Listing Quality,2025-04-05 23:23:26,2025-04-06 05:44:32,6.35,Price seems unrealistic,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0044"", ""tags"": [""listing_quality""], ""escalated"": false}"
10583,48907,marketplace,8556,Marketplace,Delivery,2026-05-18 21:06:37,2026-05-24 15:04:08,137.96,Courier lost package,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0008"", ""tags"": [""delivery""], ""escalated"": false}"
10584,22460,marketplace,165,Marketplace,Delivery,2025-11-24 01:31:52,2025-11-28 06:33:44,101.03,Courier lost package,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0002"", ""tags"": [""delivery""], ""escalated"": false}"
10585,NULL,NULL,1871,Jobs,Account,2024-09-23 01:49:35,2024-09-23 06:33:54,4.74,Account suspended without explanation,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0007"", ""tags"": [""account""], ""escalated"": false}"
10586,7703,marketplace,746,Marketplace,Delivery,2024-08-23 23:27:35,2024-08-30 22:12:59,166.76,Item arrived damaged,"{""channel"": ""Phone"", ""priority"": ""High"", ""agent_id"": ""AGT-0011"", ""tags"": [""delivery"", ""escalation_risk""], ""escalated"": false}"
10587,9058,motors,1403,Motors,Technical,2025-01-19 00:45:28,2025-01-19 08:24:39,7.65,Cannot edit listing details,"{""channel"": ""Email"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0047"", ""tags"": [""technical"", ""escalation_risk""], ""escalated"": false}"
10588,11544,property,278,Property,Billing,2023-11-25 01:50:06,2023-11-25 23:35:53,21.76,Payment not processed correctly,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0047"", ""tags"": [""billing""], ""escalated"": false}"
10589,19354,motors,3996,Motors,Technical,2026-04-24 19:42:35,2026-04-25 12:15:25,16.55,Unable to upload photos to listing,"{""channel"": ""App"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0033"", ""tags"": [""technical"", ""escalation_risk""], ""escalated"": true}"
10590,NULL,NULL,6572,Motors,Account,2026-01-30 18:18:11,NULL,NULL,Need to update email address,"{""channel"": ""Email"", ""priority"": ""High"", ""agent_id"": ""AGT-0046"", ""tags"": [""account"", ""escalation_risk""], ""escalated"": false}"
10591,10180,marketplace,3748,Marketplace,Fraud,2025-03-07 16:17:49,2025-03-08 13:28:11,21.17,Item received does not match description,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0035"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
10592,39398,marketplace,9577,Marketplace,Delivery,2025-04-12 22:30:02,2025-04-15 20:23:14,69.89,Item arrived damaged,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0006"", ""tags"": [""delivery""], ""escalated"": false}"
10593,NULL,NULL,8150,Property,Account,2023-10-16 04:14:43,2023-10-16 06:07:42,1.88,Account suspended without explanation,"{""channel"": ""Phone"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0034"", ""tags"": [""account"", ""escalation_risk""], ""escalated"": true}"
10594,45975,marketplace,1343,Marketplace,Billing,2025-11-23 15:15:13,2025-11-25 17:10:20,49.92,Subscription billing query,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0011"", ""tags"": [""billing""], ""escalated"": false}"
10595,22130,marketplace,4650,Marketplace,Listing Quality,2025-05-05 22:16:24,2025-05-06 04:27:24,6.18,Price seems unrealistic,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0045"", ""tags"": [""listing_quality"", ""escalation_risk""], ""escalated"": false}"
10596,1207,jobs,8881,Jobs,Technical,2025-12-22 18:26:26,2025-12-24 02:01:44,31.59,Cannot edit listing details,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0039"", ""tags"": [""technical""], ""escalated"": false}"
10597,45324,marketplace,1847,Marketplace,Fraud,2023-12-06 23:42:14,2023-12-09 18:02:40,66.34,Item received does not match description,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0026"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": false}"
10598,NULL,NULL,1195,Marketplace,Account,2024-02-20 10:07:10,NULL,NULL,Two-factor authentication issue,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0006"", ""tags"": [""account""], ""escalated"": false}"
10599,7816,motors,2991,Motors,Listing Quality,2023-11-23 02:56:46,2023-11-23 06:11:52,3.25,Description contains misleading information,"{""channel"": ""App"", ""priority"": ""High"", ""agent_id"": ""AGT-0020"", ""tags"": [""listing_quality"", ""escalation_risk""], ""escalated"": false}"
10600,6298,jobs,1110,Jobs,Listing Quality,2024-07-18 18:57:52,2024-07-19 00:10:44,5.21,Price seems unrealistic,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0039"", ""tags"": [""listing_quality""], ""escalated"": false}"
10601,5294,jobs,9536,Jobs,Technical,2025-01-14 06:19:31,2025-01-14 13:53:28,7.57,Unable to upload photos to listing,"{""channel"": ""App"", ""priority"": ""High"", ""agent_id"": ""AGT-0001"", ""tags"": [""technical"", ""escalation_risk""], ""escalated"": false}"
10602,12909,marketplace,4578,Marketplace,Delivery,2024-09-02 10:29:32,2024-09-11 02:25:44,207.94,Courier lost package,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0017"", ""tags"": [""delivery""], ""escalated"": false}"
10603,9071,property,4960,Property,Listing Quality,2024-01-22 16:14:03,NULL,NULL,Description contains misleading information,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0049"", ""tags"": [""listing_quality""], ""escalated"": false}"
10604,40901,marketplace,8662,Marketplace,Listing Quality,2025-08-07 09:13:23,2025-08-07 22:26:57,13.23,Photos are stock images not actual item,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0013"", ""tags"": [""listing_quality""], ""escalated"": false}"
10605,NULL,NULL,7602,Property,Account,2024-12-13 05:17:30,2024-12-13 09:20:35,4.05,Need to update email address,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0003"", ""tags"": [""account""], ""escalated"": false}"
10606,NULL,NULL,3950,Property,Account,2024-12-04 12:21:45,2024-12-04 20:46:42,8.42,Requesting account deletion,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0013"", ""tags"": [""account""], ""escalated"": false}"
10607,4719,motors,4806,Motors,Fraud,2025-09-24 15:29:06,2025-09-28 01:53:04,82.4,Fake listing reported by multiple users,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0035"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
10608,16828,marketplace,7273,Marketplace,Billing,2024-11-11 08:42:13,2024-11-13 18:49:52,58.13,Subscription billing query,"{""channel"": ""Phone"", ""priority"": ""High"", ""agent_id"": ""AGT-0021"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": false}"
10609,3170,marketplace,9040,Marketplace,Technical,2026-02-07 10:54:02,NULL,NULL,Search results not showing my listing,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0050"", ""tags"": [""technical""], ""escalated"": false}"
10610,42246,marketplace,7544,Marketplace,Delivery,2024-12-20 00:11:17,2024-12-25 14:22:56,134.19,Item arrived damaged,"{""channel"": ""Email"", ""priority"": ""High"", ""agent_id"": ""AGT-0002"", ""tags"": [""delivery"", ""escalation_risk""], ""escalated"": false}"
10611,4741,marketplace,8165,Marketplace,Listing Quality,2025-11-04 10:22:09,2025-11-05 07:59:51,21.63,Duplicate listing reported,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0018"", ""tags"": [""listing_quality""], ""escalated"": false}"
10612,5426,jobs,3918,Jobs,Technical,2024-12-27 08:21:21,2024-12-28 10:38:05,26.28,Unable to upload photos to listing,"{""channel"": ""Email"", ""priority"": ""High"", ""agent_id"": ""AGT-0040"", ""tags"": [""technical"", ""escalation_risk""], ""escalated"": false}"
10613,3290,jobs,1299,Jobs,Billing,2026-02-04 23:39:34,2026-02-05 17:51:46,18.2,Need refund for cancelled listing,"{""channel"": ""Phone"", ""priority"": ""High"", ""agent_id"": ""AGT-0047"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": false}"
10614,10641,motors,1507,Motors,Listing Quality,2026-05-23 10:07:51,2026-05-24 05:55:35,19.8,Duplicate listing reported,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0030"", ""tags"": [""listing_quality""], ""escalated"": false}"
10615,46034,marketplace,2340,Marketplace,Listing Quality,2025-10-12 03:53:32,2025-10-12 06:42:13,2.81,Listing has incorrect category,"{""channel"": ""Email"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0040"", ""tags"": [""listing_quality"", ""escalation_risk""], ""escalated"": false}"
10616,8837,jobs,1168,Jobs,Technical,2026-05-17 09:59:01,2026-05-18 02:28:11,16.49,Cannot edit listing details,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0018"", ""tags"": [""technical""], ""escalated"": false}"
10617,8945,motors,5553,Motors,Delivery,2024-07-22 18:48:23,NULL,NULL,Wrong item delivered,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0008"", ""tags"": [""delivery""], ""escalated"": false}"
10618,13670,motors,3164,Motors,Delivery,2024-02-12 08:44:31,2024-02-17 17:14:50,128.51,Item not received after 14 days,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0034"", ""tags"": [""delivery""], ""escalated"": false}"
10619,12050,marketplace,8422,Marketplace,Billing,2024-11-09 15:03:42,2024-11-11 14:10:33,47.11,Payment not processed correctly,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0004"", ""tags"": [""billing""], ""escalated"": false}"
10620,45885,marketplace,2493,Marketplace,Listing Quality,2025-07-18 08:01:18,2025-07-19 05:26:04,21.41,Duplicate listing reported,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0017"", ""tags"": [""listing_quality""], ""escalated"": false}"
10621,3532,motors,8042,Motors,Fraud,2026-02-08 01:41:30,2026-02-11 08:28:01,78.78,Seller not responding after payment,"{""channel"": ""Phone"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0025"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
10622,1790,motors,9983,Motors,Delivery,2025-09-30 08:09:44,2025-10-08 05:34:40,189.42,Item arrived damaged,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0008"", ""tags"": [""delivery""], ""escalated"": false}"
10623,NULL,NULL,8946,Jobs,Account,2025-02-12 09:37:23,2025-02-13 02:59:20,17.37,Two-factor authentication issue,"{""channel"": ""Email"", ""priority"": ""High"", ""agent_id"": ""AGT-0040"", ""tags"": [""account"", ""escalation_risk""], ""escalated"": false}"
10624,12865,motors,5435,Motors,Fraud,2023-09-19 06:32:50,2023-09-20 20:37:59,38.09,Suspicious listing - possible scam,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0029"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
10625,46372,marketplace,1168,Marketplace,Fraud,2023-09-21 00:47:31,2023-09-24 04:45:15,75.96,Fake listing reported by multiple users,"{""channel"": ""Email"", ""priority"": ""High"", ""agent_id"": ""AGT-0002"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": false}"
10626,42459,marketplace,5023,Marketplace,Fraud,2025-07-30 07:35:48,2025-08-02 10:39:16,75.06,Fake listing reported by multiple users,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0040"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
10627,NULL,NULL,5198,Property,Account,2024-08-24 01:05:08,2024-08-24 15:33:07,14.47,Cannot reset password,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0008"", ""tags"": [""account""], ""escalated"": false}"
10628,7749,property,4060,Property,Billing,2024-03-01 15:35:41,2024-03-01 20:37:02,5.02,Subscription billing query,"{""channel"": ""Web"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0010"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": false}"
10629,2063,jobs,5572,Jobs,Technical,2026-06-06 05:57:37,2026-06-07 04:59:03,23.02,Cannot edit listing details,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0021"", ""tags"": [""technical""], ""escalated"": false}"
10630,17719,motors,7949,Motors,Delivery,2025-03-13 09:06:48,2025-03-19 06:01:54,140.92,Item arrived damaged,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0041"", ""tags"": [""delivery""], ""escalated"": false}"
10631,12257,motors,293,Motors,Listing Quality,2025-09-26 00:52:41,2025-09-26 10:04:14,9.19,Photos are stock images not actual item,"{""channel"": ""App"", ""priority"": ""Low"", ""agent_id"": ""AGT-0034"", ""tags"": [""listing_quality""], ""escalated"": false}"
10632,14573,property,3607,Property,Billing,2025-10-14 14:59:30,2025-10-15 12:57:42,21.97,Double-charged for feature upgrade,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0045"", ""tags"": [""billing""], ""escalated"": false}"
10633,NULL,NULL,3015,Jobs,Account,2024-09-19 04:35:15,2024-09-19 19:26:34,14.86,Two-factor authentication issue,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0027"", ""tags"": [""account""], ""escalated"": false}"
10634,22063,marketplace,7722,Marketplace,Listing Quality,2025-09-05 02:03:16,2025-09-05 08:49:26,6.77,Photos are stock images not actual item,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0049"", ""tags"": [""listing_quality""], ""escalated"": false}"
10635,20024,marketplace,7725,Marketplace,Listing Quality,2024-01-05 02:16:18,2024-01-05 06:04:19,3.8,Photos are stock images not actual item,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0043"", ""tags"": [""listing_quality"", ""escalation_risk""], ""escalated"": false}"
10636,11772,property,511,Property,Listing Quality,2024-01-20 12:22:18,2024-01-21 11:44:23,23.37,Price seems unrealistic,"{""channel"": ""Phone"", ""priority"": ""Low"", ""agent_id"": ""AGT-0004"", ""tags"": [""listing_quality""], ""escalated"": false}"
10637,14242,property,8939,Property,Fraud,2024-07-27 15:52:13,2024-07-28 16:25:46,24.56,Account appears to be compromised,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0031"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
10638,28205,marketplace,9841,Marketplace,Delivery,2024-11-07 00:00:52,NULL,NULL,Item arrived damaged,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0012"", ""tags"": [""delivery""], ""escalated"": false}"
10639,49027,marketplace,5383,Marketplace,Delivery,2026-08-03 03:51:08,2026-08-05 00:47:53,44.95,Courier lost package,"{""channel"": ""App"", ""priority"": ""Low"", ""agent_id"": ""AGT-0013"", ""tags"": [""delivery""], ""escalated"": false}"
10640,13501,motors,4463,Motors,Technical,2025-04-14 03:50:09,2025-04-15 13:19:42,33.49,Page not loading correctly on mobile,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0018"", ""tags"": [""technical""], ""escalated"": false}"
10641,41315,marketplace,1009,Marketplace,Billing,2023-10-09 19:03:23,2023-10-10 06:04:12,11.01,Need refund for cancelled listing,"{""channel"": ""Email"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0013"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": true}"
10642,35287,marketplace,4299,Marketplace,Fraud,2025-09-26 08:58:17,NULL,NULL,Item received does not match description,"{""channel"": ""App"", ""priority"": ""High"", ""agent_id"": ""AGT-0015"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": false}"
10643,33867,marketplace,3364,Marketplace,Listing Quality,2025-04-12 21:17:09,2025-04-13 05:26:54,8.16,Listing has incorrect category,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0007"", ""tags"": [""listing_quality""], ""escalated"": false}"
10644,NULL,NULL,9791,Motors,Account,2024-03-14 00:48:42,2024-03-14 06:40:13,5.86,Requesting account deletion,"{""channel"": ""Web"", ""priority"": ""Low"", ""agent_id"": ""AGT-0034"", ""tags"": [""account""], ""escalated"": false}"
10645,274,property,8186,Property,Technical,2025-09-11 00:59:35,2025-09-12 08:28:57,31.49,Payment gateway error,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0050"", ""tags"": [""technical"", ""escalation_risk""], ""escalated"": false}"
10646,206,jobs,3950,Jobs,Technical,2026-04-29 21:48:39,2026-04-30 07:45:14,9.94,Page not loading correctly on mobile,"{""channel"": ""Email"", ""priority"": ""Critical"", ""agent_id"": ""AGT-0002"", ""tags"": [""technical"", ""escalation_risk""], ""escalated"": true}"
10647,5492,motors,9783,Motors,Listing Quality,2025-09-02 17:18:53,2025-09-02 20:22:25,3.06,Description contains misleading information,"{""channel"": ""Phone"", ""priority"": ""Low"", ""agent_id"": ""AGT-0042"", ""tags"": [""listing_quality""], ""escalated"": false}"
10648,1246,motors,4453,Motors,Delivery,2023-08-16 09:36:52,2023-08-18 14:33:51,52.95,Item arrived damaged,"{""channel"": ""Phone"", ""priority"": ""Low"", ""agent_id"": ""AGT-0034"", ""tags"": [""delivery""], ""escalated"": false}"
10649,17689,marketplace,4270,Marketplace,Technical,2024-03-01 13:05:53,NULL,NULL,Payment gateway error,"{""channel"": ""Phone"", ""priority"": ""High"", ""agent_id"": ""AGT-0011"", ""tags"": [""technical"", ""escalation_risk""], ""escalated"": false}"
10650,9236,property,3716,Property,Technical,2023-09-25 21:26:55,2023-09-26 12:47:06,15.34,Cannot edit listing details,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0046"", ""tags"": [""technical""], ""escalated"": false}"
10651,48355,marketplace,2811,Marketplace,Delivery,2024-12-05 02:48:40,2024-12-12 02:57:34,168.15,Item not received after 14 days,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0020"", ""tags"": [""delivery""], ""escalated"": false}"
10652,4531,jobs,1661,Jobs,Listing Quality,2024-01-19 00:12:25,2024-01-19 19:07:47,18.92,Price seems unrealistic,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0020"", ""tags"": [""listing_quality""], ""escalated"": false}"
10653,36528,marketplace,9157,Marketplace,Fraud,2024-05-01 14:24:34,2024-05-07 06:05:24,135.68,Fake listing reported by multiple users,"{""channel"": ""Email"", ""priority"": ""High"", ""agent_id"": ""AGT-0004"", ""tags"": [""fraud"", ""escalation_risk"", ""trust_safety""], ""escalated"": false}"
10654,NULL,NULL,9799,Motors,Account,2025-10-29 14:59:26,2025-10-29 17:49:55,2.84,Cannot reset password,"{""channel"": ""Email"", ""priority"": ""Low"", ""agent_id"": ""AGT-0025"", ""tags"": [""account""], ""escalated"": false}"
10655,6664,property,3955,Property,Fraud,2026-06-16 04:50:56,2026-06-16 19:46:10,14.92,Item received does not match description,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0045"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
10656,15264,marketplace,8083,Marketplace,Listing Quality,2025-01-24 02:33:54,2025-01-25 00:39:21,22.09,Description contains misleading information,"{""channel"": ""Phone"", ""priority"": ""Low"", ""agent_id"": ""AGT-0024"", ""tags"": [""listing_quality""], ""escalated"": false}"
10657,35420,marketplace,642,Marketplace,Listing Quality,2025-02-04 12:12:49,2025-02-05 04:36:28,16.39,Description contains misleading information,"{""channel"": ""Phone"", ""priority"": ""High"", ""agent_id"": ""AGT-0039"", ""tags"": [""listing_quality"", ""escalation_risk""], ""escalated"": false}"
10658,14733,motors,3325,Motors,Fraud,2023-08-01 04:23:01,2023-08-03 21:01:47,64.65,Account appears to be compromised,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0045"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
10659,NULL,NULL,5175,Motors,Account,2023-11-20 03:34:26,2023-11-20 05:28:16,1.9,Account suspended without explanation,"{""channel"": ""Web"", ""priority"": ""High"", ""agent_id"": ""AGT-0029"", ""tags"": [""account"", ""escalation_risk""], ""escalated"": false}"
10660,42698,marketplace,4465,Marketplace,Listing Quality,2025-02-01 23:25:03,2025-02-02 16:45:17,17.34,Price seems unrealistic,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0041"", ""tags"": [""listing_quality""], ""escalated"": false}"
10661,14419,motors,1941,Motors,Technical,2026-04-27 21:57:11,2026-04-29 07:51:55,33.91,Page not loading correctly on mobile,"{""channel"": ""Email"", ""priority"": ""High"", ""agent_id"": ""AGT-0036"", ""tags"": [""technical"", ""escalation_risk""], ""escalated"": false}"
10662,NULL,NULL,4984,Jobs,Account,2024-06-13 13:26:35,NULL,NULL,Requesting account deletion,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0007"", ""tags"": [""account""], ""escalated"": false}"
10663,12520,motors,6893,Motors,Delivery,2025-09-24 13:58:41,2025-09-27 02:49:15,60.84,Tracking number not valid,"{""channel"": ""Email"", ""priority"": ""High"", ""agent_id"": ""AGT-0001"", ""tags"": [""delivery"", ""escalation_risk""], ""escalated"": false}"
10664,743,motors,7991,Motors,Technical,2024-07-01 16:12:52,2024-07-01 23:05:29,6.88,Page not loading correctly on mobile,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0003"", ""tags"": [""technical""], ""escalated"": false}"
10665,10637,marketplace,9794,Marketplace,Delivery,2023-11-13 17:25:53,2023-11-20 02:01:40,152.6,Item arrived damaged,"{""channel"": ""App"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0046"", ""tags"": [""delivery""], ""escalated"": false}"
10666,11741,jobs,8708,Jobs,Billing,2026-06-01 15:50:57,NULL,NULL,Double-charged for feature upgrade,"{""channel"": ""App"", ""priority"": ""High"", ""agent_id"": ""AGT-0018"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": false}"
10667,NULL,NULL,9328,Jobs,Account,2025-10-19 14:28:21,2025-10-20 03:20:45,12.87,Requesting account deletion,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0038"", ""tags"": [""account""], ""escalated"": false}"
10668,4527,motors,6486,Motors,Fraud,2024-03-29 06:37:47,2024-04-02 18:20:25,107.71,Account appears to be compromised,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0048"", ""tags"": [""fraud"", ""trust_safety""], ""escalated"": false}"
10669,NULL,NULL,4010,Marketplace,Account,2023-09-17 22:07:52,2023-09-18 02:22:21,4.24,Two-factor authentication issue,"{""channel"": ""Email"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0037"", ""tags"": [""account""], ""escalated"": false}"
10670,16862,motors,7422,Motors,Listing Quality,2025-10-09 09:06:49,2025-10-09 23:00:13,13.89,Listing has incorrect category,"{""channel"": ""Web"", ""priority"": ""Medium"", ""agent_id"": ""AGT-0036"", ""tags"": [""listing_quality""], ""escalated"": false}"
10671,12037,property,501,Property,Billing,2023-09-05 15:15:37,2023-09-06 00:50:01,9.57,Need refund for cancelled listing,"{""channel"": ""Email"", ""priority"": ""High"", ""agent_id"": ""AGT-0041"", ""tags"": [""billing"", ""escalation_risk""], ""escalated"": false}"
