listing_id,user_id,category,subcategory,title,condition,asking_price,buy_now_price,region,city,status,listed_date,close_date,sold_date,shipping_available,accepts_offers,view_count,watchlist_count,bid_count
22677,3980,Sports,Cycling,Used - Like New Kathmandu Cycling Item,Used - Like New,1752.19,NULL,Waikato,Tauranga,sold,2025-08-20 02:38:55,2025-09-03 02:38:55,2025-08-31 02:38:55,True,True,1120,121,6
22678,7606,Computers,Networking,New Shimano Networking Item,New,3336.23,NULL,Bay of Plenty,Whakatane,closed,2024-12-26 16:31:38,2025-01-06 16:31:38,NULL,False,True,1610,273,2
22679,8120,Electronics,Gaming Consoles,New Lego Gaming Consoles Item,New,2489.92,3157.16,Manawatu-Wanganui,Levin,sold,2026-06-22 22:28:40,2026-06-29 22:28:40,2026-07-05 22:28:40,False,True,110,9,4
22680,6623,Home & Living,Furniture,Used - Like New Kathmandu Furniture Item,Used - Like New,256.38,305.74,Waikato,Hamilton,withdrawn,2024-10-30 18:27:26,2024-11-10 18:27:26,NULL,True,True,1840,150,1
22681,3249,Toys & Games,Building Sets,Used - Average LG Building Sets Item,Used - Average,150.72,194.29,Auckland,North Shore,sold,2024-01-10 10:21:45,2024-01-20 10:21:45,2024-01-12 10:21:45,False,True,1516,141,2
22682,4216,Electronics,TVs,Used - Good Giant TVs Item,Used - Good,1419.56,NULL,Taranaki,Stratford,closed,2025-01-24 18:24:12,2025-01-31 18:24:12,NULL,False,True,1254,137,2
22683,9148,Baby & Kids,Maternity,New Dyson Maternity Item,New,195.75,NULL,Auckland,Waitakere,sold,2024-10-04 21:57:02,2024-10-18 21:57:02,2024-10-09 21:57:02,True,True,1819,263,3
22684,8593,Health & Beauty,Fragrance,Used - Like New Hasbro Fragrance Item,Used - Like New,462.37,591.89,Manawatu-Wanganui,Levin,withdrawn,2025-09-21 12:36:06,2025-09-30 12:36:06,NULL,True,True,766,131,1
22685,483,Sports,Fishing,Used - Like New Apple Fishing Item,Used - Like New,1504.2,NULL,Taranaki,Stratford,closed,2023-11-27 23:05:18,2023-12-05 23:05:18,NULL,True,False,2193,423,3
22686,5145,Health & Beauty,Haircare,Used - Good LG Haircare Item,Used - Good,473.94,NULL,Auckland,Auckland City,sold,2024-01-05 11:35:22,2024-01-16 11:35:22,2024-01-17 11:35:22,True,True,1160,77,5
22687,4164,Electronics,Cameras,Used - Average Giant Cameras Item,Used - Average,1091.8,1374.98,Auckland,Franklin,sold,2026-06-02 20:59:08,2026-06-12 20:59:08,2026-06-14 20:59:08,True,True,147,12,3
22688,637,Electronics,Tablets,New Fisher & Paykel Tablets Item,New,1620.91,NULL,Canterbury,Christchurch,closed,2026-03-18 19:07:51,2026-03-30 19:07:51,NULL,True,False,110,10,0
22689,7503,Toys & Games,Outdoor Toys,Used - Like New Kathmandu Outdoor Toys Item,Used - Like New,482.37,577.81,West Coast,Greymouth,sold,2023-09-12 05:34:30,2023-09-19 05:34:30,2023-09-16 05:34:30,False,False,617,101,5
22690,9791,Sports,Gym Equipment,Used - Like New Nike Gym Equipment Item,Used - Like New,842.4,965.49,Canterbury,Ashburton,closed,2024-08-08 00:53:43,2024-08-19 00:53:43,NULL,True,False,1388,132,3
22691,7635,Toys & Games,Puzzles,New Dyson Puzzles Item,New,144.91,179.13,Wellington,Upper Hutt,closed,2024-11-17 06:10:29,2024-11-28 06:10:29,NULL,True,True,974,71,0
22692,2978,Computers,Desktops,New Fisher & Paykel Desktops Item,New,4966.87,5906.79,Canterbury,Ashburton,closed,2026-01-27 13:40:22,2026-02-03 13:40:22,NULL,True,True,259,34,2
22693,2049,Electronics,Laptops,New Dyson Laptops Item,New,1955.83,2243.25,Auckland,Papakura,sold,2025-07-26 14:47:30,2025-08-03 14:47:30,2025-08-04 14:47:30,False,False,817,129,6
22694,6525,Collectables,Stamps,Used - Average Fisher & Paykel Stamps Item,Used - Average,3288.67,3999.31,Auckland,Auckland City,closed,2026-03-12 10:49:57,2026-03-21 10:49:57,NULL,False,False,212,32,0
22695,8915,Baby & Kids,Nursery,Used - Like New Hasbro Nursery Item,Used - Like New,204.59,250.15,Wellington,Wellington City,withdrawn,2025-09-09 20:53:43,2025-09-20 20:53:43,NULL,True,True,626,99,1
22696,6823,Electronics,Gaming Consoles,Used - Average Hasbro Gaming Consoles Item,Used - Average,2417.33,NULL,Southland,Gore,sold,2026-04-27 07:36:42,2026-05-07 07:36:42,2026-04-28 07:36:42,True,True,357,49,8
22697,3912,Clothing,Men's,New Lego Men's Item,New,8.15,NULL,West Coast,Westport,active,2026-08-17 10:00:14,2026-08-31 10:00:14,NULL,False,True,37,1,3
22698,5112,Electronics,Audio,Used - Like New Kathmandu Audio Item,Used - Like New,83.42,NULL,Bay of Plenty,Rotorua,closed,2026-01-24 08:39:16,2026-02-05 08:39:16,NULL,True,True,419,64,3
22699,1291,Baby & Kids,Car Seats,Used - Good Fisher & Paykel Car Seats Item,Used - Good,178.11,NULL,Wellington,Kapiti Coast,sold,2026-01-09 16:15:19,2026-01-17 16:15:19,2026-01-12 16:15:19,False,True,160,12,7
22700,6463,Collectables,Art,Used - Like New Adidas Art Item,Used - Like New,3114.83,NULL,Auckland,Auckland City,closed,2026-02-23 22:00:39,2026-03-09 22:00:39,NULL,True,True,406,31,0
22701,6867,Electronics,Laptops,New Trek Laptops Item,New,1138.25,1305.38,Bay of Plenty,Whakatane,closed,2024-09-14 16:00:42,2024-09-26 16:00:42,NULL,True,True,698,94,1
22702,5103,Health & Beauty,Haircare,New Kathmandu Haircare Item,New,32.0,NULL,Waikato,Taupo,sold,2025-04-02 07:17:29,2025-04-12 07:17:29,2025-04-07 07:17:29,True,True,1014,130,5
22703,9428,Baby & Kids,Maternity,Used - Like New Dyson Maternity Item,Used - Like New,14.64,18.96,Auckland,Waitakere,closed,2023-12-11 18:15:05,2023-12-18 18:15:05,NULL,False,True,2232,320,2
22704,5432,Clothing,Men's,Used - Good Dyson Men's Item,Used - Good,480.49,568.74,Wellington,Wellington City,closed,2026-05-11 20:05:52,2026-05-19 20:05:52,NULL,True,True,286,28,3
22705,5648,Computers,Components,Used - Good Breville Components Item,Used - Good,3974.24,5097.66,Manawatu-Wanganui,Levin,sold,2025-02-24 08:45:16,2025-03-04 08:45:16,2025-03-03 08:45:16,True,True,1220,185,2
22706,4728,Computers,Desktops,Used - Like New Sony Desktops Item,Used - Like New,4926.92,NULL,Canterbury,Ashburton,closed,2025-10-18 01:29:54,2025-10-31 01:29:54,NULL,True,False,456,62,3
22707,5249,Books & Music,CDs,Used - Average Kathmandu CDs Item,Used - Average,465.17,551.59,Canterbury,Christchurch,sold,2023-11-27 21:56:19,2023-12-07 21:56:19,2023-12-03 21:56:19,False,True,2859,361,4
22708,6598,Baby & Kids,Feeding,Used - Like New Samsung Feeding Item,Used - Like New,272.46,342.1,Auckland,Waitakere,closed,2025-09-15 20:11:39,2025-09-28 20:11:39,NULL,True,True,486,35,0
22709,5488,Home & Living,Garden,New Shimano Garden Item,New,428.1,NULL,Wellington,Upper Hutt,closed,2025-11-06 06:34:59,2025-11-17 06:34:59,NULL,True,False,513,101,3
22710,5104,Sports,Gym Equipment,Used - Good Samsung Gym Equipment Item,Used - Good,1251.21,NULL,Taranaki,Stratford,sold,2023-09-28 11:18:25,2023-10-05 11:18:25,2023-10-02 11:18:25,False,True,733,126,5
22711,9443,Clothing,Accessories,Used - Good Adidas Accessories Item,Used - Good,339.09,382.59,West Coast,Westport,sold,2026-01-06 03:43:23,2026-01-19 03:43:23,2026-01-14 03:43:23,True,True,392,57,6
22712,3134,Clothing,Men's,Used - Average Dyson Men's Item,Used - Average,384.81,NULL,Auckland,North Shore,sold,2025-08-30 12:41:48,2025-09-07 12:41:48,2025-08-31 12:41:48,False,True,536,96,0
22713,6589,Electronics,Tablets,Used - Good Breville Tablets Item,Used - Good,159.22,195.71,Canterbury,Ashburton,sold,2024-05-31 10:56:41,2024-06-07 10:56:41,2024-06-13 10:56:41,False,False,1553,303,2
22714,432,Health & Beauty,Fragrance,New Shimano Fragrance Item,New,485.18,NULL,Canterbury,Ashburton,closed,2026-02-22 19:23:01,2026-03-04 19:23:01,NULL,False,True,510,34,3
22715,8396,Books & Music,Vinyl Records,New Sony Vinyl Records Item,New,460.01,516.49,Wellington,Upper Hutt,sold,2026-04-12 09:22:47,2026-04-22 09:22:47,2026-04-25 09:22:47,True,True,142,20,8
22716,2865,Sports,Running,Used - Good Kathmandu Running Item,Used - Good,1470.81,1741.38,Otago,Wanaka,closed,2024-02-07 01:52:42,2024-02-14 01:52:42,NULL,True,True,1863,362,0
22717,3702,Books & Music,Vinyl Records,Used - Average Adidas Vinyl Records Item,Used - Average,242.9,NULL,Wellington,Porirua,sold,2026-05-26 06:39:09,2026-06-04 06:39:09,2026-06-01 06:39:09,True,False,65,10,8
22718,1978,Toys & Games,Puzzles,New Breville Puzzles Item,New,185.82,228.25,Bay of Plenty,Tauranga,closed,2026-06-04 08:11:14,2026-06-18 08:11:14,NULL,True,True,222,22,3
22719,1757,Electronics,Gaming Consoles,Used - Good Sony Gaming Consoles Item,Used - Good,1750.8,NULL,Auckland,Papakura,closed,2026-07-28 17:01:33,2026-08-06 17:01:33,NULL,True,True,86,15,2
22720,6466,Electronics,Cameras,Used - Good Apple Cameras Item,Used - Good,829.98,920.05,Otago,Oamaru,closed,2026-04-13 14:57:37,2026-04-20 14:57:37,NULL,False,True,292,25,2
22721,1684,Baby & Kids,Prams,New Samsung Prams Item,New,389.17,NULL,Bay of Plenty,Rotorua,sold,2026-04-04 11:58:26,2026-04-16 11:58:26,2026-04-08 11:58:26,True,True,226,38,7
22722,3344,Electronics,Cameras,Used - Average LG Cameras Item,Used - Average,2463.28,2964.39,Wellington,Lower Hutt,closed,2025-01-15 19:32:35,2025-01-28 19:32:35,NULL,True,True,1441,202,2
22723,3460,Health & Beauty,Haircare,Used - Like New Dyson Haircare Item,Used - Like New,353.58,434.02,Wellington,Lower Hutt,closed,2025-03-28 02:27:12,2025-04-06 02:27:12,NULL,True,True,747,102,3
22724,2254,Baby & Kids,Prams,New Lego Prams Item,New,371.19,435.29,Waikato,Hamilton,withdrawn,2024-05-22 19:18:36,2024-06-04 19:18:36,NULL,True,True,1283,136,0
22725,3072,Health & Beauty,Fragrance,Used - Average Lego Fragrance Item,Used - Average,135.9,149.84,Wellington,Wellington City,closed,2025-10-13 16:49:05,2025-10-25 16:49:05,NULL,True,True,697,95,0
22726,2301,Sports,Gym Equipment,Used - Like New Breville Gym Equipment Item,Used - Like New,1690.29,NULL,Auckland,Auckland City,sold,2025-08-04 23:59:07,2025-08-17 23:59:07,2025-08-09 23:59:07,True,True,936,108,6
22727,1729,Toys & Games,Board Games,New Fisher & Paykel Board Games Item,New,497.78,587.88,Auckland,Waitakere,withdrawn,2025-08-28 23:42:40,2025-09-08 23:42:40,NULL,True,True,510,43,1
22728,576,Books & Music,Instruments,Used - Like New Shimano Instruments Item,Used - Like New,403.44,520.69,Auckland,Papakura,sold,2025-01-17 21:07:12,2025-01-31 21:07:12,2025-01-26 21:07:12,True,False,403,78,2
22729,16,Home & Living,Kitchen,Used - Like New Adidas Kitchen Item,Used - Like New,477.44,531.32,Canterbury,Timaru,closed,2024-12-15 08:07:01,2024-12-23 08:07:01,NULL,True,False,1744,188,2
22730,7101,Clothing,Children's,Used - Good Hasbro Children's Item,Used - Good,160.96,200.59,Waikato,Taupo,closed,2024-05-21 03:12:30,2024-06-04 03:12:30,NULL,True,True,506,77,0
22731,5836,Collectables,Art,Used - Average Giant Art Item,Used - Average,4951.06,NULL,Waikato,Rotorua,closed,2025-12-20 01:45:49,2025-12-29 01:45:49,NULL,True,False,741,91,3
22732,7951,Electronics,Laptops,New Adidas Laptops Item,New,2706.63,3023.64,Waikato,Tauranga,closed,2024-10-19 12:45:07,2024-10-31 12:45:07,NULL,True,True,1589,309,0
22733,5898,Sports,Golf,Used - Good Kathmandu Golf Item,Used - Good,352.42,426.68,Auckland,Manukau,sold,2025-06-08 22:48:45,2025-06-22 22:48:45,2025-06-14 22:48:45,True,True,986,60,6
22734,9589,Baby & Kids,Feeding,New Shimano Feeding Item,New,197.92,NULL,Auckland,Waitakere,withdrawn,2026-07-15 06:11:51,2026-07-28 06:11:51,NULL,True,False,146,28,1
22735,5624,Toys & Games,Building Sets,Used - Like New Fisher & Paykel Building Sets Item,Used - Like New,394.51,NULL,Wellington,Upper Hutt,withdrawn,2024-02-11 23:21:08,2024-02-21 23:21:08,NULL,True,True,2120,156,2
22736,5454,Toys & Games,Building Sets,Used - Average Apple Building Sets Item,Used - Average,43.17,NULL,Canterbury,Christchurch,closed,2026-01-02 03:29:47,2026-01-14 03:29:47,NULL,True,True,264,18,0
22737,306,Home & Living,Kitchen,Used - Average Fisher & Paykel Kitchen Item,Used - Average,99.55,119.52,Auckland,Papakura,closed,2025-10-15 23:34:08,2025-10-25 23:34:08,NULL,False,True,220,14,2
22738,1740,Sports,Water Sports,New Breville Water Sports Item,New,1985.7,NULL,Otago,Oamaru,withdrawn,2024-08-02 16:19:50,2024-08-15 16:19:50,NULL,True,True,617,63,2
22739,7693,Computers,Storage,New Lego Storage Item,New,3548.62,4611.32,Canterbury,Timaru,closed,2024-03-10 12:14:27,2024-03-17 12:14:27,NULL,True,True,1857,151,1
22740,1465,Toys & Games,Outdoor Toys,Used - Like New Nike Outdoor Toys Item,Used - Like New,40.13,NULL,Wellington,Upper Hutt,sold,2023-08-04 03:21:42,2023-08-16 03:21:42,2023-08-13 03:21:42,False,True,652,41,2
22741,7369,Baby & Kids,Nursery,Used - Like New Apple Nursery Item,Used - Like New,358.36,457.54,Northland,Paihia,sold,2026-04-15 13:32:49,2026-04-26 13:32:49,2026-04-19 13:32:49,False,True,310,35,1
22742,6435,Electronics,Laptops,Used - Good Fisher & Paykel Laptops Item,Used - Good,937.37,NULL,Waikato,Hamilton,sold,2024-04-22 22:17:21,2024-04-30 22:17:21,2024-05-06 22:17:21,True,True,816,47,5
22743,4285,Books & Music,CDs,Used - Like New Dyson CDs Item,Used - Like New,127.2,151.2,Southland,Invercargill,closed,2026-05-19 04:06:20,2026-06-02 04:06:20,NULL,True,True,272,47,1
22744,8267,Baby & Kids,Nursery,Used - Average LG Nursery Item,Used - Average,384.73,437.27,Auckland,Papakura,closed,2024-03-17 09:30:10,2024-03-25 09:30:10,NULL,True,True,2468,179,2
22745,4500,Toys & Games,Building Sets,Used - Average Breville Building Sets Item,Used - Average,480.55,614.35,Wellington,Wellington City,closed,2025-05-10 14:53:55,2025-05-19 14:53:55,NULL,True,True,340,17,0
22746,2905,Clothing,Accessories,Used - Like New Kathmandu Accessories Item,Used - Like New,27.78,NULL,Otago,Dunedin,closed,2026-08-05 18:01:41,2026-08-17 18:01:41,NULL,True,True,54,9,1
22747,2210,Books & Music,Vinyl Records,Used - Average Apple Vinyl Records Item,Used - Average,193.19,248.4,Waikato,Tauranga,sold,2023-11-28 06:38:14,2023-12-10 06:38:14,2023-12-03 06:38:14,True,True,701,50,0
22748,407,Toys & Games,Board Games,New Kathmandu Board Games Item,New,262.79,328.87,Wellington,Lower Hutt,closed,2025-10-05 09:13:43,2025-10-15 09:13:43,NULL,False,True,463,33,2
22749,7845,Collectables,Vintage,Used - Like New LG Vintage Item,Used - Like New,3331.37,NULL,Wellington,Lower Hutt,closed,2023-09-26 03:34:12,2023-10-09 03:34:12,NULL,False,False,1658,205,1
22750,6292,Books & Music,Non-Fiction,Used - Like New Breville Non-Fiction Item,Used - Like New,99.88,113.88,Otago,Wanaka,withdrawn,2024-08-05 11:56:28,2024-08-16 11:56:28,NULL,True,True,1200,222,1
22751,1473,Health & Beauty,Fragrance,Used - Good Apple Fragrance Item,Used - Good,62.32,80.83,Auckland,Waitakere,withdrawn,2024-09-24 04:06:00,2024-10-08 04:06:00,NULL,True,True,433,28,1
22752,7399,Collectables,Stamps,Used - Like New Apple Stamps Item,Used - Like New,712.45,797.78,Northland,Paihia,sold,2024-02-01 02:36:07,2024-02-09 02:36:07,2024-02-13 02:36:07,True,True,2043,309,5
22753,4506,Home & Living,Bedding,Used - Like New LG Bedding Item,Used - Like New,329.41,427.46,Auckland,Auckland City,sold,2026-08-09 14:37:28,2026-08-19 14:37:28,2026-08-23 14:37:28,False,False,72,10,3
22754,4534,Home & Living,Lighting,Used - Good Trek Lighting Item,Used - Good,311.22,NULL,Wellington,Porirua,closed,2025-09-23 21:20:22,2025-10-01 21:20:22,NULL,True,False,487,41,3
22755,4392,Clothing,Men's,Used - Average Kathmandu Men's Item,Used - Average,277.14,310.69,Southland,Te Anau,sold,2026-04-14 04:21:29,2026-04-28 04:21:29,2026-04-21 04:21:29,True,True,434,40,8
22756,7726,Electronics,Laptops,Used - Average Apple Laptops Item,Used - Average,2699.11,NULL,Wellington,Lower Hutt,sold,2024-01-04 06:04:43,2024-01-14 06:04:43,2024-01-16 06:04:43,True,True,2291,305,8
22757,8246,Electronics,Cameras,Used - Average Nike Cameras Item,Used - Average,1165.12,NULL,Canterbury,Christchurch,sold,2025-01-29 04:25:18,2025-02-11 04:25:18,2025-02-06 04:25:18,False,False,1453,269,0
22758,9458,Computers,Components,Used - Good Trek Components Item,Used - Good,3324.82,NULL,Auckland,Manukau,closed,2025-05-16 11:48:50,2025-05-30 11:48:50,NULL,True,True,1373,124,1
22759,1732,Health & Beauty,Supplements,Used - Good Trek Supplements Item,Used - Good,24.13,26.84,Auckland,Manukau,closed,2025-02-19 16:36:39,2025-03-01 16:36:39,NULL,True,True,1628,316,1
22760,1604,Sports,Gym Equipment,Used - Like New Fisher & Paykel Gym Equipment Item,Used - Like New,1285.47,1637.88,Wellington,Upper Hutt,withdrawn,2025-06-26 07:04:01,2025-07-07 07:04:01,NULL,False,True,1277,167,3
22761,1573,Books & Music,Non-Fiction,Used - Good Giant Non-Fiction Item,Used - Good,21.05,NULL,Wellington,Lower Hutt,closed,2023-12-28 23:27:56,2024-01-10 23:27:56,NULL,True,False,1671,108,0
22762,9342,Health & Beauty,Fragrance,Used - Average Apple Fragrance Item,Used - Average,411.82,480.59,Wellington,Porirua,sold,2024-09-23 00:11:09,2024-10-05 00:11:09,2024-09-28 00:11:09,False,False,821,76,8
22763,186,Toys & Games,Board Games,New Trek Board Games Item,New,392.01,446.83,Hawkes Bay,Hastings,withdrawn,2024-07-06 04:21:14,2024-07-17 04:21:14,NULL,False,True,666,120,3
22764,757,Computers,Components,New Nike Components Item,New,349.91,419.8,Auckland,North Shore,closed,2026-08-11 20:58:34,2026-08-22 20:58:34,NULL,True,False,58,7,2
22765,1786,Toys & Games,Outdoor Toys,Used - Like New Kathmandu Outdoor Toys Item,Used - Like New,389.1,451.87,Wellington,Upper Hutt,closed,2023-11-21 07:56:25,2023-11-28 07:56:25,NULL,False,True,893,47,2
22766,4120,Sports,Camping,Used - Good Hasbro Camping Item,Used - Good,1934.42,2395.11,Bay of Plenty,Mount Maunganui,sold,2024-02-16 04:32:09,2024-02-24 04:32:09,2024-02-22 04:32:09,True,False,1711,258,5
22767,8964,Baby & Kids,Prams,New Sony Prams Item,New,418.69,473.39,Wellington,Upper Hutt,sold,2025-07-13 03:04:34,2025-07-24 03:04:34,2025-07-15 03:04:34,True,True,442,80,6
22768,5421,Home & Living,Furniture,Used - Like New Shimano Furniture Item,Used - Like New,263.18,301.98,Waikato,Hamilton,closed,2026-01-16 17:18:25,2026-01-28 17:18:25,NULL,True,True,229,19,3
22769,367,Computers,Networking,Used - Like New Hasbro Networking Item,Used - Like New,481.37,532.91,Northland,Paihia,closed,2024-12-28 21:50:21,2025-01-08 21:50:21,NULL,True,True,756,63,2
22770,8479,Clothing,Shoes,Used - Like New Trek Shoes Item,Used - Like New,388.6,498.76,Wellington,Porirua,closed,2025-04-29 02:31:56,2025-05-08 02:31:56,NULL,True,True,753,127,3
22771,4123,Collectables,Vintage,Used - Good Samsung Vintage Item,Used - Good,3461.26,NULL,Auckland,Papakura,sold,2024-02-14 19:31:43,2024-02-26 19:31:43,2024-02-23 19:31:43,False,False,854,152,1
22772,623,Sports,Gym Equipment,New Fisher & Paykel Gym Equipment Item,New,351.0,NULL,Nelson-Marlborough,Richmond,sold,2025-01-19 06:16:27,2025-01-30 06:16:27,2025-01-24 06:16:27,True,True,637,43,5
22773,1932,Electronics,TVs,Used - Good Adidas TVs Item,Used - Good,2402.0,2660.04,Auckland,Auckland City,closed,2026-03-28 21:40:21,2026-04-05 21:40:21,NULL,False,False,222,12,0
22774,2726,Electronics,Cameras,New Samsung Cameras Item,New,80.42,NULL,Bay of Plenty,Tauranga,withdrawn,2025-04-15 15:59:46,2025-04-28 15:59:46,NULL,True,True,717,140,0
22775,9577,Home & Living,Bedding,Used - Average Lego Bedding Item,Used - Average,77.14,NULL,Canterbury,Timaru,closed,2026-07-04 12:04:08,2026-07-15 12:04:08,NULL,True,True,120,13,1
22776,4949,Collectables,Stamps,New Hasbro Stamps Item,New,232.89,271.98,Otago,Oamaru,withdrawn,2025-05-13 15:31:36,2025-05-24 15:31:36,NULL,True,True,1428,225,0
22777,7618,Baby & Kids,Feeding,Used - Like New Hasbro Feeding Item,Used - Like New,358.49,462.76,Otago,Wanaka,closed,2026-03-17 15:24:25,2026-03-27 15:24:25,NULL,True,True,178,22,0
22778,3481,Collectables,Vintage,Used - Good Dyson Vintage Item,Used - Good,388.83,492.0,Waikato,Taupo,sold,2026-04-29 06:32:40,2026-05-11 06:32:40,2026-05-09 06:32:40,True,False,119,19,6
22779,6315,Clothing,Children's,New Apple Children's Item,New,191.16,235.76,Nelson-Marlborough,Richmond,sold,2025-03-18 15:32:05,2025-03-30 15:32:05,2025-03-25 15:32:05,True,True,788,123,7
22780,1481,Computers,Components,New Giant Components Item,New,50.44,56.77,Waikato,Hamilton,closed,2024-03-26 12:17:22,2024-04-08 12:17:22,NULL,True,True,1185,106,1
22781,2184,Electronics,Phones,Used - Like New Breville Phones Item,Used - Like New,212.23,235.13,Auckland,Waitakere,sold,2024-04-11 05:24:40,2024-04-21 05:24:40,2024-04-18 05:24:40,True,True,2254,138,5
22782,7999,Toys & Games,Puzzles,Used - Like New Fisher & Paykel Puzzles Item,Used - Like New,107.7,139.24,Hawkes Bay,Napier,closed,2025-04-13 02:04:48,2025-04-24 02:04:48,NULL,True,True,452,81,1
22783,4662,Health & Beauty,Haircare,Used - Good Apple Haircare Item,Used - Good,14.5,17.97,Hawkes Bay,Napier,closed,2024-01-11 13:51:38,2024-01-24 13:51:38,NULL,True,True,1192,222,0
22784,8955,Toys & Games,Dolls,New Sony Dolls Item,New,215.15,NULL,Bay of Plenty,Rotorua,sold,2025-10-26 15:12:09,2025-11-02 15:12:09,2025-11-02 15:12:09,True,False,375,66,5
22785,3127,Electronics,TVs,Used - Average Breville TVs Item,Used - Average,38.33,NULL,Auckland,Franklin,closed,2023-11-03 07:18:03,2023-11-11 07:18:03,NULL,True,False,1832,295,2
22786,6763,Computers,Storage,Used - Good Breville Storage Item,Used - Good,546.54,NULL,Wellington,Lower Hutt,sold,2024-12-09 23:59:43,2024-12-22 23:59:43,2024-12-10 23:59:43,True,True,1764,140,5
22787,5491,Toys & Games,Building Sets,Used - Like New Adidas Building Sets Item,Used - Like New,460.32,NULL,Waikato,Rotorua,sold,2025-05-04 13:50:11,2025-05-15 13:50:11,2025-05-14 13:50:11,False,True,763,81,3
22788,322,Toys & Games,Puzzles,Used - Like New Samsung Puzzles Item,Used - Like New,161.83,201.27,Auckland,Franklin,withdrawn,2025-09-13 02:49:35,2025-09-27 02:49:35,NULL,True,False,502,58,3
22789,9540,Collectables,Art,New Trek Art Item,New,4555.51,5388.51,Wellington,Porirua,closed,2024-11-19 12:19:17,2024-11-28 12:19:17,NULL,True,True,1749,224,1
22790,5389,Health & Beauty,Fragrance,Used - Average Lego Fragrance Item,Used - Average,36.92,47.09,West Coast,Greymouth,closed,2023-09-18 15:48:38,2023-10-02 15:48:38,NULL,False,True,2433,191,3
22791,8751,Sports,Gym Equipment,New Lego Gym Equipment Item,New,1874.88,2430.74,Auckland,Waitakere,closed,2025-10-10 20:13:13,2025-10-18 20:13:13,NULL,True,True,739,53,0
22792,7044,Toys & Games,Puzzles,New Breville Puzzles Item,New,155.19,176.88,Bay of Plenty,Tauranga,closed,2025-12-31 12:25:11,2026-01-12 12:25:11,NULL,True,False,329,59,3
22793,7158,Collectables,Antiques,Used - Good Adidas Antiques Item,Used - Good,3470.15,4050.81,Hawkes Bay,Napier,sold,2024-03-08 17:09:10,2024-03-15 17:09:10,2024-03-10 17:09:10,True,True,1786,214,0
22794,8088,Baby & Kids,Car Seats,Used - Like New Breville Car Seats Item,Used - Like New,337.48,376.65,Taranaki,Hawera,closed,2025-01-23 08:22:24,2025-01-30 08:22:24,NULL,True,True,1076,89,1
22795,4039,Clothing,Accessories,Used - Good Sony Accessories Item,Used - Good,44.14,NULL,Auckland,Franklin,closed,2023-11-18 05:50:47,2023-11-28 05:50:47,NULL,True,True,764,54,0
22796,4914,Home & Living,Garden,Used - Good Sony Garden Item,Used - Good,366.96,441.14,Waikato,Cambridge,sold,2023-09-25 14:52:13,2023-10-05 14:52:13,2023-10-09 14:52:13,True,False,3074,492,4
22797,3850,Health & Beauty,Supplements,Used - Like New Sony Supplements Item,Used - Like New,239.09,281.7,Auckland,Manukau,closed,2025-10-29 21:21:18,2025-11-09 21:21:18,NULL,True,False,669,73,2
22798,4851,Sports,Fishing,Used - Like New Shimano Fishing Item,Used - Like New,1777.61,2133.68,Waikato,Tauranga,closed,2024-05-11 20:06:32,2024-05-23 20:06:32,NULL,True,True,1216,196,1
22799,7825,Collectables,Vintage,New Kathmandu Vintage Item,New,4406.75,5379.15,Hawkes Bay,Havelock North,closed,2026-05-10 17:54:45,2026-05-22 17:54:45,NULL,True,True,203,36,1
22800,1098,Health & Beauty,Skincare,Used - Like New Samsung Skincare Item,Used - Like New,233.55,298.64,Auckland,Franklin,withdrawn,2026-04-22 17:39:11,2026-05-02 17:39:11,NULL,True,True,280,50,1
22801,9794,Clothing,Women's,Used - Like New Samsung Women's Item,Used - Like New,385.64,425.42,Taranaki,New Plymouth,closed,2024-08-09 18:50:28,2024-08-16 18:50:28,NULL,True,False,670,96,1
22802,1888,Collectables,Coins,Used - Good Lego Coins Item,Used - Good,1164.79,1462.04,Canterbury,Waimakariri,closed,2025-07-02 01:56:41,2025-07-12 01:56:41,NULL,True,True,465,42,3
22803,3404,Baby & Kids,Nursery,Used - Like New Apple Nursery Item,Used - Like New,489.49,NULL,Auckland,North Shore,closed,2024-11-18 12:32:49,2024-11-26 12:32:49,NULL,True,True,593,106,3
22804,5447,Collectables,Art,Used - Good Samsung Art Item,Used - Good,2603.85,3217.76,Auckland,Waitakere,closed,2024-12-27 23:36:48,2025-01-08 23:36:48,NULL,True,True,1668,150,3
22805,3437,Toys & Games,Building Sets,Used - Like New Shimano Building Sets Item,Used - Like New,171.31,216.1,Auckland,Manukau,sold,2024-10-29 01:07:02,2024-11-09 01:07:02,2024-11-06 01:07:02,True,True,1366,160,6
22806,8624,Collectables,Antiques,Used - Good Apple Antiques Item,Used - Good,1717.15,2060.84,Canterbury,Waimakariri,sold,2025-06-22 12:55:24,2025-07-02 12:55:24,2025-06-26 12:55:24,False,False,1070,71,2
22807,5755,Baby & Kids,Prams,Used - Good Samsung Prams Item,Used - Good,173.93,204.88,Auckland,Manukau,sold,2025-05-30 04:07:32,2025-06-08 04:07:32,2025-06-07 04:07:32,False,False,1363,155,4
22808,8509,Home & Living,Appliances,Used - Good Shimano Appliances Item,Used - Good,379.85,440.57,Otago,Wanaka,sold,2025-12-31 13:20:58,2026-01-12 13:20:58,2026-01-12 13:20:58,True,False,735,143,3
