ad_id,campaign_id,listing_id,listing_source,product_area,ad_type,impressions,clicks,revenue,event_date,campaign_metadata
27543,CMP-02755,18633,marketplace,Marketplace,Featured,1448,46,25.62,2026-07-11,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 1000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 30, ""campaign_type"": ""launch""}"
27544,CMP-02755,9123,jobs,Jobs,Featured,780,50,44.73,2024-03-05,"{""advertiser_name"": ""Randstad"", ""budget_nzd"": 50000, ""target_audience"": ""All Ages"", ""duration_days"": 14, ""campaign_type"": ""conversion""}"
27545,CMP-02755,853,jobs,Jobs,Featured,696,49,76.62,2023-11-01,"{""advertiser_name"": ""Robert Half"", ""budget_nzd"": 2000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
27546,CMP-02755,14193,property,Property,Banner,4494,171,683.2,2024-09-14,"{""advertiser_name"": ""Ray White"", ""budget_nzd"": 50000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
27547,CMP-02755,6888,marketplace,Marketplace,Featured,705,30,36.92,2023-10-28,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 1000, ""target_audience"": ""25-35"", ""duration_days"": 14, ""campaign_type"": ""awareness""}"
27548,CMP-02755,13322,jobs,Jobs,Featured,930,65,69.18,2024-01-13,"{""advertiser_name"": ""Randstad"", ""budget_nzd"": 50000, ""target_audience"": ""25-35"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
27549,CMP-02755,9455,jobs,Jobs,Banner,2158,32,17.37,2024-02-04,"{""advertiser_name"": ""Robert Half"", ""budget_nzd"": 500, ""target_audience"": ""Canterbury Families"", ""duration_days"": 7, ""campaign_type"": ""launch""}"
27550,CMP-02755,9042,property,Property,Highlight,197,3,14.04,2026-01-18,"{""advertiser_name"": ""Barfoot & Thompson"", ""budget_nzd"": 10000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 7, ""campaign_type"": ""launch""}"
27551,CMP-02756,35456,marketplace,Marketplace,Featured,1147,57,53.27,2024-03-05,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 20000, ""target_audience"": ""55+"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
27552,CMP-02756,26808,marketplace,Marketplace,Sponsored,838,28,49.78,2024-04-18,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 20000, ""target_audience"": ""All Ages"", ""duration_days"": 14, ""campaign_type"": ""conversion""}"
27553,CMP-02756,642,property,Property,Gallery,559,22,51.62,2024-01-13,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 5000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 30, ""campaign_type"": ""launch""}"
27554,CMP-02756,45549,marketplace,Marketplace,Featured,1244,57,49.49,2025-09-22,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 5000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
27555,CMP-02756,5365,property,Property,Sponsored,3675,151,746.99,2023-09-18,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 5000, ""target_audience"": ""45-55"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
27556,CMP-02756,7294,jobs,Jobs,Featured,373,18,37.17,2023-09-01,"{""advertiser_name"": ""Michael Page"", ""budget_nzd"": 2000, ""target_audience"": ""18-25"", ""duration_days"": 90, ""campaign_type"": ""seasonal""}"
27557,CMP-02756,5027,marketplace,Marketplace,Featured,457,9,10.42,2023-11-15,"{""advertiser_name"": ""HomeStyle NZ"", ""budget_nzd"": 2000, ""target_audience"": ""45-55"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
27558,CMP-02756,4824,property,Property,Featured,1170,61,87.85,2026-04-29,"{""advertiser_name"": ""Ray White"", ""budget_nzd"": 2000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 60, ""campaign_type"": ""seasonal""}"
27559,CMP-02756,3617,marketplace,Marketplace,Featured,413,29,20.69,2023-10-02,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 20000, ""target_audience"": ""45-55"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
27560,CMP-02756,657,property,Property,Featured,1900,96,471.87,2024-08-31,"{""advertiser_name"": ""LJ Hooker"", ""budget_nzd"": 1000, ""target_audience"": ""35-45"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
27561,CMP-02757,11006,property,Property,Highlight,473,17,83.48,2025-08-09,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 5000, ""target_audience"": ""18-25"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
27562,CMP-02757,12444,jobs,Jobs,Featured,381,25,56.36,2024-03-01,"{""advertiser_name"": ""Michael Page"", ""budget_nzd"": 2000, ""target_audience"": ""35-45"", ""duration_days"": 30, ""campaign_type"": ""launch""}"
27563,CMP-02757,3371,jobs,Jobs,Highlight,91,4,5.7,2023-12-01,"{""advertiser_name"": ""Randstad"", ""budget_nzd"": 1000, ""target_audience"": ""45-55"", ""duration_days"": 14, ""campaign_type"": ""conversion""}"
27564,CMP-02757,33539,marketplace,Marketplace,Featured,554,21,16.17,2025-01-27,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 10000, ""target_audience"": ""All Ages"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
27565,CMP-02757,17671,motors,Motors,Featured,1479,78,234.81,2026-05-26,"{""advertiser_name"": ""Canterbury Car Sales"", ""budget_nzd"": 20000, ""target_audience"": ""18-25"", ""duration_days"": 90, ""campaign_type"": ""launch""}"
27566,CMP-02757,47687,marketplace,Marketplace,Sponsored,3485,138,211.18,2025-07-07,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 5000, ""target_audience"": ""25-35"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
27567,CMP-02757,2461,jobs,Jobs,Featured,1998,115,280.66,2023-12-20,"{""advertiser_name"": ""Seek NZ"", ""budget_nzd"": 50000, ""target_audience"": ""45-55"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
27568,CMP-02757,13096,property,Property,Gallery,975,16,25.09,2026-06-12,"{""advertiser_name"": ""Ray White"", ""budget_nzd"": 20000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
27569,CMP-02757,4730,marketplace,Marketplace,Highlight,796,14,13.46,2025-10-17,"{""advertiser_name"": ""HomeStyle NZ"", ""budget_nzd"": 1000, ""target_audience"": ""18-25"", ""duration_days"": 60, ""campaign_type"": ""seasonal""}"
27570,CMP-02757,35434,marketplace,Marketplace,Sponsored,1904,62,104.64,2023-10-12,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 1000, ""target_audience"": ""55+"", ""duration_days"": 90, ""campaign_type"": ""seasonal""}"
27571,CMP-02758,39048,marketplace,Marketplace,Highlight,124,5,7.71,2024-11-02,"{""advertiser_name"": ""Sports Direct NZ"", ""budget_nzd"": 1000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
27572,CMP-02758,13481,property,Property,Highlight,296,5,15.2,2023-10-02,"{""advertiser_name"": ""Ray White"", ""budget_nzd"": 50000, ""target_audience"": ""55+"", ""duration_days"": 60, ""campaign_type"": ""awareness""}"
27573,CMP-02758,3933,motors,Motors,Featured,1703,40,96.29,2025-09-21,"{""advertiser_name"": ""Drive NZ"", ""budget_nzd"": 1000, ""target_audience"": ""All Ages"", ""duration_days"": 14, ""campaign_type"": ""conversion""}"
27574,CMP-02758,7618,motors,Motors,Gallery,957,19,54.39,2024-06-06,"{""advertiser_name"": ""Pacific Motors"", ""budget_nzd"": 5000, ""target_audience"": ""All Ages"", ""duration_days"": 30, ""campaign_type"": ""awareness""}"
27575,CMP-02758,14167,marketplace,Marketplace,Featured,1884,109,104.01,2024-12-28,"{""advertiser_name"": ""Tech Deals NZ"", ""budget_nzd"": 20000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
27576,CMP-02758,8439,motors,Motors,Highlight,243,2,2.81,2024-03-22,"{""advertiser_name"": ""Pacific Motors"", ""budget_nzd"": 5000, ""target_audience"": ""55+"", ""duration_days"": 7, ""campaign_type"": ""launch""}"
27577,CMP-02758,18916,motors,Motors,Featured,1440,84,42.51,2026-01-09,"{""advertiser_name"": ""Pacific Motors"", ""budget_nzd"": 1000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
27578,CMP-02758,2852,jobs,Jobs,Sponsored,4455,54,57.72,2025-07-23,"{""advertiser_name"": ""Trade Me Jobs"", ""budget_nzd"": 1000, ""target_audience"": ""18-25"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
27579,CMP-02758,963,marketplace,Marketplace,Banner,5821,58,50.21,2026-03-18,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 50000, ""target_audience"": ""All Ages"", ""duration_days"": 90, ""campaign_type"": ""launch""}"
27580,CMP-02758,14275,property,Property,Featured,993,41,92.11,2026-04-10,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 10000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
27581,CMP-02759,7236,motors,Motors,Sponsored,2196,49,91.23,2025-09-28,"{""advertiser_name"": ""Canterbury Car Sales"", ""budget_nzd"": 500, ""target_audience"": ""55+"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
27582,CMP-02759,37597,marketplace,Marketplace,Highlight,403,16,35.96,2024-12-18,"{""advertiser_name"": ""Sports Direct NZ"", ""budget_nzd"": 20000, ""target_audience"": ""18-25"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
27583,CMP-02759,6653,marketplace,Marketplace,Sponsored,3541,68,18.13,2024-12-26,"{""advertiser_name"": ""HomeStyle NZ"", ""budget_nzd"": 10000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 14, ""campaign_type"": ""awareness""}"
27584,CMP-02759,10503,property,Property,Featured,1988,144,668.06,2026-05-21,"{""advertiser_name"": ""Barfoot & Thompson"", ""budget_nzd"": 50000, ""target_audience"": ""25-35"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
27585,CMP-02759,11005,jobs,Jobs,Featured,1839,124,292.93,2025-12-12,"{""advertiser_name"": ""Hays Recruitment"", ""budget_nzd"": 1000, ""target_audience"": ""18-25"", ""duration_days"": 90, ""campaign_type"": ""seasonal""}"
27586,CMP-02759,8384,marketplace,Marketplace,Featured,575,12,17.32,2024-06-16,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 2000, ""target_audience"": ""18-25"", ""duration_days"": 90, ""campaign_type"": ""launch""}"
27587,CMP-02759,1996,property,Property,Highlight,711,9,44.53,2023-08-14,"{""advertiser_name"": ""Tommy's Real Estate"", ""budget_nzd"": 10000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
27588,CMP-02759,15709,marketplace,Marketplace,Banner,1189,47,16.65,2026-04-17,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 1000, ""target_audience"": ""18-25"", ""duration_days"": 30, ""campaign_type"": ""awareness""}"
27589,CMP-02759,47061,marketplace,Marketplace,Banner,993,23,26.64,2025-04-27,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 500, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
27590,CMP-02759,15955,motors,Motors,Featured,417,6,2.46,2025-07-26,"{""advertiser_name"": ""Canterbury Car Sales"", ""budget_nzd"": 500, ""target_audience"": ""25-35"", ""duration_days"": 30, ""campaign_type"": ""awareness""}"
27591,CMP-02760,9244,property,Property,Highlight,631,13,25.8,2026-06-14,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 500, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
27592,CMP-02760,13530,motors,Motors,Highlight,185,3,2.99,2026-01-03,"{""advertiser_name"": ""Pacific Motors"", ""budget_nzd"": 5000, ""target_audience"": ""18-25"", ""duration_days"": 7, ""campaign_type"": ""launch""}"
27593,CMP-02760,7128,jobs,Jobs,Gallery,251,4,4.81,2024-07-10,"{""advertiser_name"": ""Michael Page"", ""budget_nzd"": 2000, ""target_audience"": ""55+"", ""duration_days"": 30, ""campaign_type"": ""launch""}"
27594,CMP-02760,37681,marketplace,Marketplace,Banner,2549,74,29.74,2024-08-25,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 10000, ""target_audience"": ""45-55"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
27595,CMP-02760,478,property,Property,Highlight,430,8,30.1,2025-07-22,"{""advertiser_name"": ""Property Brokers"", ""budget_nzd"": 50000, ""target_audience"": ""All Ages"", ""duration_days"": 7, ""campaign_type"": ""launch""}"
27596,CMP-02760,23680,marketplace,Marketplace,Highlight,240,5,12.24,2023-10-21,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 5000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 30, ""campaign_type"": ""launch""}"
27597,CMP-02760,6934,property,Property,Highlight,322,7,4.26,2026-07-12,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 20000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
27598,CMP-02760,2164,jobs,Jobs,Sponsored,852,42,24.13,2024-08-31,"{""advertiser_name"": ""Trade Me Jobs"", ""budget_nzd"": 500, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
27599,CMP-02760,22235,marketplace,Marketplace,Sponsored,4869,146,353.91,2023-12-05,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 500, ""target_audience"": ""18-25"", ""duration_days"": 14, ""campaign_type"": ""launch""}"
27600,CMP-02760,2308,jobs,Jobs,Gallery,281,5,10.17,2025-06-07,"{""advertiser_name"": ""Hudson"", ""budget_nzd"": 50000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
27601,CMP-02761,3990,property,Property,Banner,5457,82,252.79,2026-03-12,"{""advertiser_name"": ""Tommy's Real Estate"", ""budget_nzd"": 10000, ""target_audience"": ""18-25"", ""duration_days"": 90, ""campaign_type"": ""seasonal""}"
27602,CMP-02761,43575,marketplace,Marketplace,Sponsored,1023,39,16.95,2023-08-11,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 5000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
27603,CMP-02761,13621,property,Property,Highlight,857,11,9.31,2023-11-24,"{""advertiser_name"": ""Ray White"", ""budget_nzd"": 5000, ""target_audience"": ""18-25"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
27604,CMP-02761,4024,property,Property,Gallery,181,7,10.18,2026-02-03,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 1000, ""target_audience"": ""25-35"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
27605,CMP-02761,13342,motors,Motors,Featured,1089,52,75.37,2023-08-25,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 20000, ""target_audience"": ""25-35"", ""duration_days"": 90, ""campaign_type"": ""launch""}"
27606,CMP-02761,14494,marketplace,Marketplace,Featured,1980,35,42.2,2026-07-31,"{""advertiser_name"": ""Sports Direct NZ"", ""budget_nzd"": 50000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
27607,CMP-02761,12750,jobs,Jobs,Featured,372,13,24.68,2025-12-31,"{""advertiser_name"": ""Seek NZ"", ""budget_nzd"": 500, ""target_audience"": ""18-25"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
27608,CMP-02761,49099,marketplace,Marketplace,Featured,1420,49,74.85,2024-01-18,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 500, ""target_audience"": ""Canterbury Families"", ""duration_days"": 14, ""campaign_type"": ""awareness""}"
27609,CMP-02761,43620,marketplace,Marketplace,Featured,737,33,27.52,2025-05-27,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 10000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
27610,CMP-02761,17489,motors,Motors,Featured,930,63,159.63,2025-07-14,"{""advertiser_name"": ""Auckland Auto Group"", ""budget_nzd"": 50000, ""target_audience"": ""55+"", ""duration_days"": 14, ""campaign_type"": ""conversion""}"
27611,CMP-02762,9250,motors,Motors,Featured,1061,74,37.38,2023-08-15,"{""advertiser_name"": ""Wellington Motors"", ""budget_nzd"": 1000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
27612,CMP-02762,24259,marketplace,Marketplace,Highlight,859,28,10.8,2023-09-07,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 2000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 90, ""campaign_type"": ""launch""}"
27613,CMP-02762,4042,motors,Motors,Featured,1490,78,258.22,2025-06-14,"{""advertiser_name"": ""Pacific Motors"", ""budget_nzd"": 1000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
27614,CMP-02762,22285,marketplace,Marketplace,Featured,1898,84,92.94,2024-11-06,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 10000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 90, ""campaign_type"": ""awareness""}"
27615,CMP-02762,16200,marketplace,Marketplace,Banner,6715,252,482.58,2023-10-15,"{""advertiser_name"": ""Sports Direct NZ"", ""budget_nzd"": 5000, ""target_audience"": ""45-55"", ""duration_days"": 90, ""campaign_type"": ""retargeting""}"
27616,CMP-02762,14871,jobs,Jobs,Featured,265,18,9.74,2024-12-22,"{""advertiser_name"": ""Hays Recruitment"", ""budget_nzd"": 20000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 30, ""campaign_type"": ""launch""}"
27617,CMP-02762,277,property,Property,Sponsored,3616,93,463.0,2025-08-25,"{""advertiser_name"": ""Barfoot & Thompson"", ""budget_nzd"": 20000, ""target_audience"": ""35-45"", ""duration_days"": 60, ""campaign_type"": ""retargeting""}"
27618,CMP-02762,5316,jobs,Jobs,Banner,6584,274,268.93,2024-11-14,"{""advertiser_name"": ""Seek NZ"", ""budget_nzd"": 5000, ""target_audience"": ""35-45"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
27619,CMP-02762,8877,marketplace,Marketplace,Sponsored,3882,89,31.01,2024-07-20,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 5000, ""target_audience"": ""45-55"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
27620,CMP-02762,9669,motors,Motors,Sponsored,1755,86,208.74,2024-05-15,"{""advertiser_name"": ""Canterbury Car Sales"", ""budget_nzd"": 20000, ""target_audience"": ""35-45"", ""duration_days"": 14, ""campaign_type"": ""awareness""}"
27621,CMP-02763,13308,marketplace,Marketplace,Highlight,972,33,35.6,2026-08-04,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 1000, ""target_audience"": ""18-25"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
27622,CMP-02763,4039,motors,Motors,Featured,1287,61,168.06,2025-04-04,"{""advertiser_name"": ""Kiwi Auto"", ""budget_nzd"": 50000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
27623,CMP-02763,7843,marketplace,Marketplace,Featured,515,34,76.77,2026-03-01,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 5000, ""target_audience"": ""18-25"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
27624,CMP-02763,1256,motors,Motors,Highlight,309,6,22.5,2023-10-29,"{""advertiser_name"": ""Pacific Motors"", ""budget_nzd"": 10000, ""target_audience"": ""45-55"", ""duration_days"": 90, ""campaign_type"": ""conversion""}"
27625,CMP-02763,2638,property,Property,Featured,1957,117,270.96,2024-12-31,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 500, ""target_audience"": ""35-45"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
27626,CMP-02763,8435,property,Property,Highlight,530,17,52.22,2024-08-03,"{""advertiser_name"": ""LJ Hooker"", ""budget_nzd"": 500, ""target_audience"": ""45-55"", ""duration_days"": 14, ""campaign_type"": ""seasonal""}"
27627,CMP-02763,2095,motors,Motors,Sponsored,4668,176,351.66,2023-09-24,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 1000, ""target_audience"": ""45-55"", ""duration_days"": 60, ""campaign_type"": ""conversion""}"
27628,CMP-02763,4231,jobs,Jobs,Featured,1071,51,126.58,2023-12-09,"{""advertiser_name"": ""Randstad"", ""budget_nzd"": 50000, ""target_audience"": ""18-25"", ""duration_days"": 30, ""campaign_type"": ""launch""}"
27629,CMP-02763,10127,property,Property,Banner,4912,74,207.3,2025-01-09,"{""advertiser_name"": ""Ray White"", ""budget_nzd"": 1000, ""target_audience"": ""45-55"", ""duration_days"": 60, ""campaign_type"": ""launch""}"
27630,CMP-02763,16874,motors,Motors,Highlight,756,28,53.21,2024-03-25,"{""advertiser_name"": ""Turners Cars"", ""budget_nzd"": 500, ""target_audience"": ""25-35"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
27631,CMP-02764,6700,property,Property,Highlight,667,14,55.9,2024-08-19,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 10000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 14, ""campaign_type"": ""retargeting""}"
27632,CMP-02764,7954,motors,Motors,Featured,1711,97,333.96,2024-08-16,"{""advertiser_name"": ""Wellington Motors"", ""budget_nzd"": 500, ""target_audience"": ""Canterbury Families"", ""duration_days"": 14, ""campaign_type"": ""awareness""}"
27633,CMP-02764,9876,marketplace,Marketplace,Sponsored,4379,199,146.34,2026-04-30,"{""advertiser_name"": ""Game On NZ"", ""budget_nzd"": 20000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 90, ""campaign_type"": ""awareness""}"
27634,CMP-02764,6998,motors,Motors,Highlight,593,8,11.63,2023-10-08,"{""advertiser_name"": ""Drive NZ"", ""budget_nzd"": 5000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
27635,CMP-02764,11598,property,Property,Highlight,574,14,6.04,2025-10-24,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 1000, ""target_audience"": ""25-35"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
27636,CMP-02764,11471,property,Property,Highlight,422,9,7.56,2024-01-15,"{""advertiser_name"": ""Barfoot & Thompson"", ""budget_nzd"": 20000, ""target_audience"": ""Auckland 25-45"", ""duration_days"": 14, ""campaign_type"": ""awareness""}"
27637,CMP-02764,31384,marketplace,Marketplace,Highlight,402,16,37.35,2025-06-28,"{""advertiser_name"": ""Collectables Plus"", ""budget_nzd"": 50000, ""target_audience"": ""45-55"", ""duration_days"": 7, ""campaign_type"": ""launch""}"
27638,CMP-02764,4319,property,Property,Highlight,81,3,3.1,2023-11-05,"{""advertiser_name"": ""Barfoot & Thompson"", ""budget_nzd"": 5000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
27639,CMP-02764,13160,property,Property,Highlight,468,11,47.24,2026-06-04,"{""advertiser_name"": ""LJ Hooker"", ""budget_nzd"": 1000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
27640,CMP-02764,856,jobs,Jobs,Sponsored,1928,29,20.23,2024-08-22,"{""advertiser_name"": ""Seek NZ"", ""budget_nzd"": 5000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 30, ""campaign_type"": ""launch""}"
27641,CMP-02765,18524,marketplace,Marketplace,Gallery,784,30,6.99,2025-03-08,"{""advertiser_name"": ""HomeStyle NZ"", ""budget_nzd"": 50000, ""target_audience"": ""35-45"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
27642,CMP-02765,17866,motors,Motors,Banner,6544,83,90.69,2023-12-31,"{""advertiser_name"": ""Drive NZ"", ""budget_nzd"": 1000, ""target_audience"": ""All Ages"", ""duration_days"": 7, ""campaign_type"": ""launch""}"
27643,CMP-02765,2765,property,Property,Gallery,166,6,6.56,2025-02-12,"{""advertiser_name"": ""Ray White"", ""budget_nzd"": 50000, ""target_audience"": ""Wellington Professionals"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
27644,CMP-02765,9480,property,Property,Highlight,794,11,11.89,2024-12-19,"{""advertiser_name"": ""Bayleys"", ""budget_nzd"": 10000, ""target_audience"": ""All Ages"", ""duration_days"": 7, ""campaign_type"": ""conversion""}"
27645,CMP-02765,14251,motors,Motors,Highlight,521,8,6.62,2024-04-28,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 1000, ""target_audience"": ""All Ages"", ""duration_days"": 14, ""campaign_type"": ""awareness""}"
27646,CMP-02765,18962,marketplace,Marketplace,Highlight,782,33,20.85,2023-11-05,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 50000, ""target_audience"": ""25-35"", ""duration_days"": 7, ""campaign_type"": ""seasonal""}"
27647,CMP-02765,9540,motors,Motors,Gallery,630,29,102.42,2023-09-04,"{""advertiser_name"": ""NZ Motors Ltd"", ""budget_nzd"": 5000, ""target_audience"": ""45-55"", ""duration_days"": 30, ""campaign_type"": ""conversion""}"
27648,CMP-02765,35649,marketplace,Marketplace,Sponsored,1963,48,107.06,2024-10-14,"{""advertiser_name"": ""HomeStyle NZ"", ""budget_nzd"": 2000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
27649,CMP-02765,11429,jobs,Jobs,Gallery,698,21,30.07,2025-07-29,"{""advertiser_name"": ""Seek NZ"", ""budget_nzd"": 1000, ""target_audience"": ""35-45"", ""duration_days"": 7, ""campaign_type"": ""launch""}"
27650,CMP-02765,14951,marketplace,Marketplace,Banner,1122,32,28.08,2026-05-29,"{""advertiser_name"": ""Fashion Forward"", ""budget_nzd"": 20000, ""target_audience"": ""All Ages"", ""duration_days"": 30, ""campaign_type"": ""retargeting""}"
27651,CMP-02766,3224,property,Property,Banner,8915,373,817.39,2024-05-31,"{""advertiser_name"": ""Ray White"", ""budget_nzd"": 500, ""target_audience"": ""All Ages"", ""duration_days"": 14, ""campaign_type"": ""conversion""}"
27652,CMP-02766,12269,jobs,Jobs,Sponsored,3453,133,114.52,2025-05-05,"{""advertiser_name"": ""Michael Page"", ""budget_nzd"": 2000, ""target_audience"": ""Canterbury Families"", ""duration_days"": 30, ""campaign_type"": ""awareness""}"
27653,CMP-02766,17750,marketplace,Marketplace,Banner,8920,419,784.19,2025-12-18,"{""advertiser_name"": ""NZ Retail Group"", ""budget_nzd"": 5000, ""target_audience"": ""45-55"", ""duration_days"": 7, ""campaign_type"": ""retargeting""}"
27654,CMP-02766,15563,marketplace,Marketplace,Gallery,923,17,31.03,2025-01-07,"{""advertiser_name"": ""Baby Warehouse"", ""budget_nzd"": 20000, ""target_audience"": ""25-35"", ""duration_days"": 30, ""campaign_type"": ""seasonal""}"
27655,CMP-02766,12271,property,Property,Highlight,590,9,42.28,2023-12-08,"{""advertiser_name"": ""Ray White"", ""budget_nzd"": 1000, ""target_audience"": ""All Ages"", ""duration_days"": 7, ""campaign_type"": ""awareness""}"
