listing_id,user_id,industry,subcategory,role_type,employment_type,title,salary_min,salary_max,salary_display,region,city,status,listed_date,close_date,remote_option,experience_level,view_count,application_count
8914,8451,Technology,Data Analysts,Permanent,Casual,QA Engineer,125591.53,149669.13,$125k-$149k,Nelson-Marlborough,Blenheim,expired,2025-05-26 18:26:30,2025-06-21 18:26:30,False,Senior,1133,3
8915,8846,Hospitality,Restaurant Managers,Temporary,Part Time,Duty Manager,72265.9,81988.79,"$72,265-$81,988",Wellington,Lower Hutt,filled,2026-01-16 11:49:22,2026-02-19 11:49:22,True,Mid,966,1
8916,8483,Manufacturing,Machine Operators,Contract,Full Time,Warehouse Manager,NULL,NULL,Negotiable,Waikato,Hamilton,closed,2025-07-21 16:53:31,2025-08-14 16:53:31,False,Entry,2252,5
8917,8265,Legal,Legal Secretaries,Contract,Full Time,Paralegal,122028.31,139823.39,$67/hour,Bay of Plenty,Tauranga,closed,2023-09-30 11:37:28,2023-11-08 11:37:28,False,Senior,3059,2
8918,8880,Healthcare,Pharmacists,Contract,Full Time,Physiotherapist,205291.38,245119.79,$117/hour,Waikato,Rotorua,expired,2023-08-09 22:20:22,2023-08-29 22:20:22,False,Executive,4999,7
8919,8179,Construction,Site Managers,Contract,Full Time,Site Manager,125692.11,155456.03,$74/hour,Wellington,Wellington City,closed,2023-11-12 17:51:19,2023-12-14 17:51:19,False,Senior,4937,2
8920,7813,Agriculture,Horticulture,Permanent,Casual,Farm Manager,65564.86,78343.95,"$65,564-$78,343",Canterbury,Ashburton,filled,2024-07-04 06:08:38,2024-08-15 06:08:38,False,Mid,4383,2
8921,7294,Retail,Merchandising,Permanent,Full Time,Sales Consultant,111033.78,127878.39,$111k-$127k,Auckland,Franklin,closed,2025-01-03 14:19:05,2025-01-19 14:19:05,True,Senior,1601,3
8922,7570,Agriculture,Farm Workers,Permanent,Full Time,Farm Manager,72862.48,87212.62,"$72,862-$87,212",Northland,Kerikeri,filled,2025-03-24 17:32:57,2025-04-25 17:32:57,True,Mid,2019,2
8923,8134,Legal,Lawyers,Permanent,Full Time,Senior Lawyer,77734.93,98646.26,"$77,734-$98,646",Bay of Plenty,Whakatane,filled,2025-06-29 02:28:34,2025-08-10 02:28:34,False,Mid,2132,6
8924,7986,Technology,QA/Testing,Permanent,Full Time,Product Manager,161787.28,210176.64,$161k-$210k,Bay of Plenty,Mount Maunganui,expired,2026-03-16 12:14:21,2026-04-01 12:14:21,False,Executive,828,3
8925,7917,Accounting,Tax Specialists,Permanent,Full Time,Financial Controller,75843.32,84825.69,"$75,843-$84,825",Otago,Queenstown,expired,2026-04-07 21:33:32,2026-04-30 21:33:32,False,Mid,742,10
8926,8060,Hospitality,Chefs,Contract,Full Time,Restaurant Manager,117080.54,136752.92,$65/hour,Auckland,Franklin,expired,2024-05-22 04:45:10,2024-07-06 04:45:10,False,Senior,4453,6
8927,8166,Hospitality,Chefs,Temporary,Full Time,Restaurant Manager,122522.94,151302.83,$122k-$151k,Waikato,Hamilton,filled,2025-11-13 13:29:09,2025-12-08 13:29:09,False,Senior,1714,5
8928,8862,Accounting,Tax Specialists,Contract,Full Time,Bookkeeper,119637.96,144001.56,$69/hour,Auckland,Manukau,active,2026-08-05 15:15:04,2026-09-17 15:15:04,False,Senior,159,9
8929,8844,Construction,Carpenters,Permanent,Full Time,Mid Carpenter,69475.97,90167.26,"$69,475-$90,167",Bay of Plenty,Tauranga,closed,2023-11-17 19:08:23,2023-12-19 19:08:23,False,Mid,4733,4
8930,7816,Manufacturing,Logistics,Permanent,Full Time,Warehouse Manager,70890.02,86652.89,"$70,890-$86,652",Otago,Oamaru,closed,2025-10-15 05:22:11,2025-11-23 05:22:11,True,Mid,779,7
8931,8856,Construction,Project Managers,Permanent,Part Time,Mid Carpenter,71905.52,86318.25,"$71,905-$86,318",Wellington,Wellington City,closed,2024-07-15 13:03:46,2024-08-15 13:03:46,True,Mid,3776,3
8932,7925,Hospitality,Events,Permanent,Full Time,Restaurant Manager,65921.22,82449.99,"$65,921-$82,449",Bay of Plenty,Mount Maunganui,closed,2025-12-18 17:06:00,2026-01-21 17:06:00,False,Mid,628,7
8933,7819,Legal,Legal Secretaries,Permanent,Full Time,Paralegal,103871.84,117449.21,$103k-$117k,Nelson-Marlborough,Blenheim,expired,2026-05-17 09:34:37,2026-06-23 09:34:37,False,Senior,546,5
8934,8761,Healthcare,Nurses,Permanent,Full Time,Healthcare Assistant,NULL,NULL,Negotiable,Otago,Queenstown,expired,2026-06-15 12:27:46,2026-06-30 12:27:46,True,Mid,531,1
8935,7469,Legal,Paralegals,Contract,Casual,Legal Executive,121611.47,138841.62,$66/hour,Canterbury,Christchurch,closed,2023-10-24 07:22:37,2023-11-13 07:22:37,False,Senior,4727,5
8936,7665,Manufacturing,Machine Operators,Permanent,Full Time,Machine Operator,73640.19,82598.88,"$73,640-$82,598",Otago,Dunedin,closed,2025-03-26 10:42:27,2025-04-26 10:42:27,False,Mid,1329,2
8937,7020,Education,Teachers,Temporary,Part Time,Teacher Aide,70871.57,84134.81,"$70,871-$84,134",Wellington,Upper Hutt,filled,2024-08-28 20:41:19,2024-09-21 20:41:19,False,Mid,4220,11
8938,8643,Agriculture,Viticulture,Contract,Part Time,Viticulturist,216000.65,245252.19,$117/hour,Northland,Kerikeri,expired,2025-05-27 13:57:14,2025-06-28 13:57:14,False,Executive,2585,7
8939,7956,Healthcare,Pharmacists,Temporary,Full Time,Healthcare Assistant,76296.38,93241.32,"$76,296-$93,241",Wellington,Porirua,closed,2026-07-07 09:12:51,2026-08-13 09:12:51,False,Mid,344,2
8940,8152,Healthcare,Nurses,Permanent,Full Time,Healthcare Assistant,114808.92,140297.32,$114k-$140k,Southland,Invercargill,expired,2024-09-09 23:42:53,2024-10-23 23:42:53,False,Senior,4062,3
8941,7336,Manufacturing,Quality Control,Permanent,Full Time,Quality Controller,120660.78,153906.27,$120k-$153k,Auckland,Papakura,expired,2023-10-24 05:53:19,2023-11-23 05:53:19,False,Senior,3092,3
8942,7874,Legal,Compliance Officers,Contract,Full Time,Legal Executive,65624.97,84641.01,$40/hour,Manawatu-Wanganui,Whanganui,expired,2026-05-13 08:32:38,2026-06-19 08:32:38,True,Mid,531,3
8943,8584,Accounting,Management Accountants,Permanent,Full Time,Management Accountant,107957.72,134485.37,$107k-$134k,Bay of Plenty,Whakatane,closed,2024-09-20 15:17:23,2024-10-07 15:17:23,True,Senior,3749,5
8944,7456,Technology,Product Managers,Permanent,Part Time,UX Designer,51191.7,56790.5,"$51,191-$56,790",West Coast,Westport,expired,2025-04-07 13:04:07,2025-04-25 13:04:07,True,Entry,2097,6
8945,8012,Accounting,Accountants,Permanent,Full Time,Tax Accountant,65618.59,75850.3,"$65,618-$75,850",Auckland,Franklin,expired,2026-05-30 10:23:29,2026-07-08 10:23:29,False,Mid,374,3
8946,7780,Retail,E-commerce,Temporary,Casual,Visual Merchandiser,122593.32,155230.35,$122k-$155k,Auckland,Franklin,filled,2026-01-01 09:23:38,2026-02-14 09:23:38,False,Senior,1091,7
8947,7134,Agriculture,Viticulture,Permanent,Full Time,Farm Hand,NULL,NULL,Negotiable,Otago,Queenstown,active,2026-08-12 11:14:15,2026-09-09 11:14:15,False,Entry,169,5
8948,8395,Hospitality,Chefs,Contract,Full Time,Duty Manager,49238.63,57421.72,$27/hour,Auckland,North Shore,filled,2026-06-29 16:21:43,2026-07-30 16:21:43,False,Entry,243,6
8949,7300,Hospitality,Bar Staff,Permanent,Full Time,Duty Manager,45796.94,56502.78,"$45,796-$56,502",Bay of Plenty,Whakatane,filled,2026-04-17 17:49:02,2026-05-24 17:49:02,True,Entry,770,7
8950,7295,Legal,Paralegals,Permanent,Full Time,Paralegal,100481.27,118472.39,$100k-$118k,Canterbury,Timaru,filled,2024-03-22 19:37:42,2024-04-27 19:37:42,False,Senior,5331,6
8951,8979,Hospitality,Chefs,Permanent,Part Time,Head Chef,79462.65,95991.77,"$79,462-$95,991",Auckland,Auckland City,filled,2024-10-01 09:00:00,2024-10-18 09:00:00,False,Mid,3904,1
8952,7206,Accounting,Financial Controllers,Temporary,Full Time,Financial Controller,NULL,NULL,Negotiable,Auckland,North Shore,closed,2026-03-21 02:37:55,2026-04-23 02:37:55,False,Entry,479,2
8953,7296,Finance,Accountants,Temporary,Full Time,Accounts Manager,150727.26,179191.43,$150k-$179k,Hawkes Bay,Havelock North,closed,2026-07-06 04:42:53,2026-08-06 04:42:53,False,Executive,360,3
8954,8901,Healthcare,Caregivers,Permanent,Full Time,Physiotherapist,NULL,NULL,Negotiable,Waikato,Taupo,closed,2025-10-08 14:08:50,2025-11-11 14:08:50,False,Senior,1789,5
8955,7170,Construction,Site Managers,Permanent,Part Time,Project Manager,100202.37,121407.36,$100k-$121k,Auckland,Auckland City,expired,2025-04-15 09:47:20,2025-05-09 09:47:20,False,Senior,2596,3
8956,7954,Accounting,Bookkeepers,Permanent,Full Time,Bookkeeper,105639.34,124991.04,$105k-$124k,Otago,Wanaka,expired,2026-05-28 10:01:55,2026-07-03 10:01:55,False,Senior,309,4
8957,8016,Technology,QA/Testing,Temporary,Full Time,Data QA/Testing,47912.42,52758.38,"$47,912-$52,758",Auckland,Waitakere,closed,2026-03-09 07:52:52,2026-03-31 07:52:52,True,Entry,940,6
8958,7597,Hospitality,Chefs,Permanent,Full Time,Barista,48375.11,62009.25,"$48,375-$62,009",Auckland,Franklin,closed,2023-10-28 23:20:39,2023-11-29 23:20:39,False,Entry,4335,7
8959,8689,Government,Administration,Permanent,Casual,Project Manager,122330.79,143866.31,$122k-$143k,Auckland,North Shore,filled,2025-08-11 03:10:33,2025-09-05 03:10:33,False,Senior,1962,9
8960,8138,Hospitality,Events,Permanent,Part Time,Head Chef,116540.71,137281.97,$116k-$137k,Wellington,Wellington City,closed,2025-08-01 00:08:28,2025-08-26 00:08:28,True,Senior,2192,2
8961,7170,Manufacturing,Machine Operators,Temporary,Part Time,Machine Operator,125314.28,148757.42,$125k-$148k,Hawkes Bay,Hastings,expired,2025-02-08 09:37:00,2025-03-03 09:37:00,False,Senior,1540,11
8962,8883,Hospitality,Events,Permanent,Full Time,Barista,NULL,NULL,Negotiable,Wellington,Wellington City,closed,2025-06-13 12:21:50,2025-07-02 12:21:50,False,Mid,1468,1
8963,8991,Government,Policy Analysts,Permanent,Full Time,Regulatory Officer,NULL,NULL,Negotiable,Auckland,Franklin,closed,2025-05-13 09:29:48,2025-06-22 09:29:48,False,Mid,1439,6
8964,7489,Construction,Project Managers,Contract,Full Time,Electrician,45446.18,58380.49,$28/hour,Northland,Paihia,filled,2025-03-24 21:20:45,2025-04-18 21:20:45,False,Entry,1527,6
8965,7132,Manufacturing,Production Managers,Contract,Full Time,Production Manager,122279.68,155992.97,$74/hour,Otago,Queenstown,filled,2024-02-25 05:55:05,2024-03-25 05:55:05,False,Senior,2025,6
8966,7411,Legal,Legal Secretaries,Contract,Full Time,Compliance Officer,73427.15,83726.58,$40/hour,Auckland,Manukau,filled,2024-05-18 01:30:16,2024-06-15 01:30:16,True,Mid,2217,3
8967,8484,Technology,Data Analysts,Temporary,Full Time,Product Manager,153651.93,188641.27,$153k-$188k,Auckland,Papakura,closed,2026-05-04 18:45:07,2026-05-30 18:45:07,False,Executive,731,4
8968,7880,Accounting,Tax Specialists,Permanent,Full Time,Bookkeeper,47653.17,58622.39,"$47,653-$58,622",Otago,Oamaru,expired,2025-05-19 21:59:21,2025-06-27 21:59:21,False,Entry,2801,5
8969,8201,Hospitality,Restaurant Managers,Permanent,Full Time,Restaurant Manager,67262.04,84161.38,"$67,262-$84,161",Canterbury,Waimakariri,closed,2024-03-23 03:35:51,2024-04-09 03:35:51,False,Mid,3104,3
8970,8585,Accounting,Management Accountants,Temporary,Full Time,Audit Manager,51535.26,57662.58,"$51,535-$57,662",Hawkes Bay,Napier,expired,2025-11-11 14:18:49,2025-12-18 14:18:49,True,Entry,1117,15
8971,7051,Government,Project Managers,Permanent,Full Time,Project Manager,NULL,NULL,Negotiable,Auckland,Manukau,closed,2024-01-04 14:38:00,2024-01-25 14:38:00,True,Entry,3634,2
8972,8058,Retail,E-commerce,Temporary,Full Time,Buyer,105775.26,121405.78,$105k-$121k,Auckland,Franklin,closed,2024-04-17 16:54:30,2024-05-01 16:54:30,False,Senior,3958,16
8973,7177,Government,Policy Analysts,Permanent,Casual,Regulatory Officer,78500.58,90551.64,"$78,500-$90,551",Manawatu-Wanganui,Levin,filled,2023-11-02 12:24:02,2023-12-10 12:24:02,False,Mid,2317,1
8974,8303,Construction,Project Managers,Permanent,Full Time,Project Manager,45136.29,49758.86,"$45,136-$49,758",Auckland,Franklin,expired,2024-08-21 00:50:03,2024-10-04 00:50:03,True,Entry,2565,4
8975,8507,Healthcare,Doctors,Contract,Part Time,Healthcare Assistant,51237.53,63833.28,$30/hour,Auckland,Waitakere,filled,2023-10-18 20:41:31,2023-11-09 20:41:31,False,Entry,5824,5
8976,8185,Legal,Legal Secretaries,Contract,Full Time,Legal Executive,75651.02,87347.14,$41/hour,Auckland,Franklin,expired,2023-12-11 18:27:07,2024-01-16 18:27:07,False,Mid,5576,3
8977,8600,Accounting,Tax Specialists,Permanent,Part Time,Audit Manager,45118.5,58551.85,"$45,118-$58,551",Taranaki,Stratford,expired,2023-10-06 17:48:48,2023-11-17 17:48:48,True,Entry,3319,7
8978,8862,Education,Tutors,Permanent,Full Time,Secondary Teacher,104961.93,129284.95,$104k-$129k,Wellington,Kapiti Coast,closed,2025-04-27 22:21:25,2025-05-27 22:21:25,True,Senior,2680,8
8979,7491,Retail,Sales Assistants,Contract,Full Time,Buyer,173150.26,207476.64,$99/hour,Otago,Wanaka,filled,2024-05-04 07:49:09,2024-05-26 07:49:09,False,Executive,3480,3
8980,8714,Legal,Legal Secretaries,Permanent,Casual,Compliance Officer,49001.4,62797.84,"$49,001-$62,797",Canterbury,Waimakariri,expired,2024-04-29 23:28:08,2024-05-28 23:28:08,True,Entry,3653,5
8981,8207,Healthcare,Pharmacists,Permanent,Part Time,Physiotherapist,69715.83,86096.96,"$69,715-$86,096",Wellington,Wellington City,expired,2025-09-23 20:04:51,2025-11-06 20:04:51,False,Mid,877,11
8982,7293,Government,Administration,Contract,Casual,Project Manager,221651.46,261021.14,$125/hour,Bay of Plenty,Rotorua,filled,2025-01-22 11:30:23,2025-02-25 11:30:23,False,Executive,3119,2
8983,7054,Accounting,Tax Specialists,Contract,Casual,Tax Accountant,45148.64,53549.23,$25/hour,Wellington,Porirua,closed,2026-07-14 01:15:53,2026-08-09 01:15:53,True,Entry,255,1
8984,7001,Accounting,Accountants,Contract,Casual,Management Accountant,65788.87,78256.44,$37/hour,Bay of Plenty,Mount Maunganui,closed,2025-04-21 14:19:05,2025-05-18 14:19:05,False,Mid,2748,2
8985,7381,Finance,Auditors,Permanent,Full Time,Accounts Manager,48154.77,56258.82,"$48,154-$56,258",Wellington,Wellington City,closed,2025-12-14 18:56:49,2026-01-06 18:56:49,False,Entry,1438,6
8986,7082,Healthcare,Mental Health,Permanent,Full Time,Registered Nurse,111668.92,144222.76,$111k-$144k,Bay of Plenty,Mount Maunganui,filled,2024-06-04 00:31:45,2024-07-07 00:31:45,False,Senior,2749,50
8987,8863,Accounting,Tax Specialists,Contract,Full Time,Financial Controller,71989.43,85089.27,$40/hour,Wellington,Kapiti Coast,filled,2025-05-09 15:38:56,2025-06-12 15:38:56,False,Mid,2587,5
8988,7802,Agriculture,Horticulture,Contract,Full Time,Farm Manager,NULL,NULL,Negotiable,Wellington,Upper Hutt,filled,2024-12-16 02:47:01,2025-01-10 02:47:01,False,Senior,3393,11
8989,8822,Agriculture,Farm Managers,Permanent,Full Time,Orchard Supervisor,118614.4,135226.53,$118k-$135k,Auckland,Auckland City,closed,2025-05-14 12:19:37,2025-06-15 12:19:37,False,Senior,1411,1
8990,7871,Technology,System Administrators,Contract,Full Time,UX Designer,74524.08,92349.4,$44/hour,Auckland,Auckland City,filled,2025-02-08 03:28:40,2025-02-28 03:28:40,True,Mid,3098,5
8991,7359,Hospitality,Chefs,Contract,Full Time,Barista,NULL,NULL,Negotiable,Bay of Plenty,Rotorua,filled,2026-02-22 22:17:31,2026-03-26 22:17:31,False,Senior,466,5
8992,7966,Government,Project Managers,Permanent,Full Time,Communications Advisor,46364.59,53223.06,"$46,364-$53,223",Northland,Kerikeri,closed,2024-11-08 15:13:56,2024-12-23 15:13:56,True,Entry,3163,4
8993,7843,Construction,Plumbers,Permanent,Full Time,Mid Carpenter,78741.1,96612.37,"$78,741-$96,612",Hawkes Bay,Napier,expired,2024-02-25 00:37:29,2024-04-05 00:37:29,False,Mid,4431,1
8994,7731,Hospitality,Bar Staff,Temporary,Casual,Head Chef,78413.26,92838.33,"$78,413-$92,838",Auckland,Waitakere,filled,2025-12-09 01:49:33,2026-01-18 01:49:33,True,Mid,1161,14
8995,8782,Education,Teacher Aides,Contract,Full Time,Teacher Aide,46595.31,55084.99,$26/hour,Bay of Plenty,Rotorua,filled,2024-09-24 21:28:21,2024-10-17 21:28:21,False,Entry,1877,7
8996,7627,Retail,E-commerce,Permanent,Full Time,Store Manager,115963.45,148229.76,$115k-$148k,Canterbury,Timaru,filled,2023-08-29 02:48:37,2023-10-04 02:48:37,False,Senior,5065,3
8997,7727,Hospitality,Hotel Management,Contract,Part Time,Head Chef,48012.35,60558.33,$29/hour,Northland,Paihia,closed,2025-11-01 09:05:02,2025-12-13 09:05:02,True,Entry,1162,3
8998,7726,Government,Regulatory,Permanent,Full Time,Project Manager,112483.41,136390.89,$112k-$136k,Taranaki,Hawera,filled,2024-03-08 22:10:42,2024-03-30 22:10:42,False,Senior,3592,3
8999,7995,Hospitality,Restaurant Managers,Permanent,Full Time,Head Chef,47349.26,54633.01,"$47,349-$54,633",Nelson-Marlborough,Nelson,closed,2024-06-20 15:26:45,2024-07-20 15:26:45,False,Entry,3480,6
9000,8302,Legal,Legal Secretaries,Temporary,Casual,Compliance Officer,111248.62,139722.42,$111k-$139k,Auckland,Papakura,filled,2023-11-16 19:09:56,2023-12-16 19:09:56,True,Senior,4672,3
9001,8588,Legal,Compliance Officers,Contract,Full Time,Senior Lawyer,NULL,NULL,Negotiable,Auckland,North Shore,closed,2025-10-09 23:18:32,2025-10-29 23:18:32,True,Mid,1369,3
9002,8078,Government,Communications,Permanent,Full Time,Regulatory Officer,180093.55,200288.5,$180k-$200k,Auckland,North Shore,closed,2024-01-18 15:50:07,2024-02-08 15:50:07,False,Executive,3317,5
9003,7608,Agriculture,Horticulture,Temporary,Full Time,Dairy Manager,77751.12,87903.99,"$77,751-$87,903",Auckland,Franklin,active,2026-08-14 23:04:09,2026-09-20 23:04:09,False,Mid,171,2
9004,8114,Legal,Compliance Officers,Temporary,Part Time,Senior Lawyer,123466.98,153799.97,$123k-$153k,Waikato,Taupo,expired,2025-12-08 08:16:39,2026-01-15 08:16:39,False,Senior,1148,8
9005,8630,Healthcare,Allied Health,Permanent,Casual,Pharmacist,114449.1,132078.48,$114k-$132k,Canterbury,Selwyn,expired,2024-06-27 00:44:07,2024-07-11 00:44:07,False,Senior,4762,3
9006,7723,Accounting,Tax Specialists,Permanent,Part Time,Audit Manager,68654.99,76780.41,"$68,654-$76,780",Hawkes Bay,Napier,expired,2025-08-05 15:56:16,2025-09-03 15:56:16,False,Mid,2105,5
9007,7821,Manufacturing,Quality Control,Contract,Full Time,Quality Controller,78346.51,93181.59,$44/hour,Bay of Plenty,Whakatane,closed,2025-04-10 17:43:24,2025-04-29 17:43:24,False,Mid,2724,4
9008,8957,Construction,Project Managers,Permanent,Full Time,Quantity Surveyor,112534.52,132004.68,$112k-$132k,Waikato,Hamilton,closed,2026-06-13 04:36:02,2026-07-11 04:36:02,False,Senior,309,1
9009,7198,Manufacturing,Machine Operators,Contract,Full Time,Machine Operator,73703.84,94627.46,$45/hour,Canterbury,Waimakariri,closed,2024-03-06 17:02:12,2024-04-02 17:02:12,True,Mid,3087,1
9010,8809,Retail,Sales Assistants,Permanent,Casual,Visual Merchandiser,72465.7,88404.43,"$72,465-$88,404",Wellington,Upper Hutt,filled,2026-03-03 09:57:52,2026-03-17 09:57:52,False,Mid,501,2
9011,8600,Government,Project Managers,Contract,Part Time,Project Manager,108325.12,128281.49,$61/hour,Waikato,Rotorua,closed,2026-07-11 05:02:16,2026-08-10 05:02:16,False,Senior,229,6
9012,7723,Manufacturing,Warehouse,Contract,Part Time,Warehouse Manager,100415.08,112222.65,$53/hour,Auckland,North Shore,expired,2025-05-28 17:37:21,2025-07-12 17:37:21,True,Senior,1704,32
9013,7084,Legal,Legal Secretaries,Permanent,Full Time,Legal Executive,117103.66,131292.98,$117k-$131k,Nelson-Marlborough,Nelson,closed,2026-03-06 16:22:44,2026-04-17 16:22:44,True,Senior,497,2
9014,8046,Legal,Paralegals,Contract,Part Time,Legal Executive,119096.97,138009.81,$66/hour,Canterbury,Timaru,filled,2026-08-25 21:07:07,2026-09-11 21:07:07,True,Senior,140,4
9015,7830,Hospitality,Events,Permanent,Full Time,Duty Manager,NULL,NULL,Negotiable,Auckland,North Shore,expired,2024-11-19 15:20:10,2024-12-25 15:20:10,False,Mid,2922,4
9016,8485,Technology,System Administrators,Contract,Full Time,Data System Administrator,NULL,NULL,Negotiable,Auckland,Auckland City,filled,2023-10-11 18:10:07,2023-10-29 18:10:07,True,Mid,2615,3
9017,8028,Retail,Merchandising,Permanent,Full Time,Store Manager,47879.85,59428.06,"$47,879-$59,428",Northland,Paihia,closed,2025-12-14 01:53:33,2026-01-01 01:53:33,False,Entry,1299,5
9018,8698,Education,Teachers,Contract,Full Time,ECE Teacher,76007.65,97074.21,$46/hour,Otago,Oamaru,closed,2025-06-21 19:39:03,2025-07-15 19:39:03,False,Mid,2572,4
9019,7618,Healthcare,Doctors,Permanent,Full Time,Physiotherapist,49821.49,61261.44,"$49,821-$61,261",Wellington,Upper Hutt,closed,2023-10-09 23:10:42,2023-11-06 23:10:42,False,Entry,5368,2
9020,7621,Education,Teachers,Permanent,Full Time,Secondary Teacher,78769.38,89079.16,"$78,769-$89,079",Wellington,Upper Hutt,closed,2025-02-15 15:18:27,2025-03-13 15:18:27,True,Mid,1944,6
9021,8539,Healthcare,Mental Health,Permanent,Full Time,General Practitioner,NULL,NULL,Negotiable,Taranaki,New Plymouth,filled,2026-01-24 08:36:59,2026-02-13 08:36:59,False,Mid,1013,3
9022,7528,Agriculture,Dairy,Permanent,Full Time,Farm Manager,75127.22,97436.95,"$75,127-$97,436",Gisborne,Gisborne,filled,2024-12-04 23:42:11,2024-12-29 23:42:11,True,Mid,1537,7
9023,8742,Healthcare,Doctors,Contract,Full Time,Physiotherapist,68392.57,83777.67,$40/hour,Auckland,North Shore,closed,2024-12-15 15:40:48,2025-01-03 15:40:48,True,Mid,3502,3
9024,8268,Technology,UX Designers,Contract,Casual,QA Engineer,78533.44,92659.36,$44/hour,Manawatu-Wanganui,Whanganui,expired,2024-02-11 16:45:55,2024-03-19 16:45:55,False,Mid,5531,5
9025,7901,Government,Regulatory,Contract,Casual,Policy Analyst,46854.87,57267.71,$27/hour,Taranaki,Stratford,filled,2025-05-02 16:20:43,2025-05-23 16:20:43,False,Entry,2115,3
9026,7320,Agriculture,Viticulture,Contract,Part Time,Farm Hand,108588.67,120016.71,$57/hour,Northland,Whangarei,filled,2024-10-21 03:46:17,2024-11-21 03:46:17,True,Senior,3332,6
9027,8092,Hospitality,Restaurant Managers,Contract,Full Time,Events Coordinator,73124.66,82840.17,$39/hour,Bay of Plenty,Mount Maunganui,filled,2023-08-14 09:36:26,2023-09-05 09:36:26,False,Mid,2916,4
9028,8314,Healthcare,Nurses,Permanent,Full Time,Healthcare Assistant,160590.43,195791.48,$160k-$195k,West Coast,Hokitika,filled,2026-05-11 01:54:34,2026-06-02 01:54:34,False,Executive,540,5
9029,8078,Retail,Merchandising,Permanent,Full Time,E-commerce Manager,103142.26,132492.84,$103k-$132k,Hawkes Bay,Havelock North,expired,2023-12-07 13:16:16,2024-01-14 13:16:16,True,Senior,4781,14
9030,7517,Accounting,Accountants,Permanent,Casual,Bookkeeper,71199.37,84402.45,"$71,199-$84,402",Southland,Te Anau,closed,2024-01-03 00:46:17,2024-02-01 00:46:17,True,Mid,4501,7
9031,7678,Retail,E-commerce,Permanent,Full Time,Store Manager,78618.46,100065.79,$78k-$100k,Auckland,Auckland City,filled,2023-11-30 07:31:30,2023-12-22 07:31:30,False,Mid,3217,5
9032,7002,Legal,Compliance Officers,Contract,Full Time,Senior Lawyer,66040.82,76136.5,$36/hour,Wellington,Lower Hutt,expired,2025-10-10 14:56:55,2025-11-08 14:56:55,False,Mid,2001,1
9033,7407,Finance,Auditors,Permanent,Full Time,Credit Controller,113358.47,127040.53,$113k-$127k,Auckland,Waitakere,filled,2024-05-24 14:52:33,2024-06-07 14:52:33,False,Senior,3310,5
9034,7358,Accounting,Management Accountants,Permanent,Full Time,Tax Accountant,NULL,NULL,Negotiable,Auckland,Waitakere,filled,2024-03-04 00:44:22,2024-04-17 00:44:22,True,Mid,5167,5
9035,7997,Healthcare,Doctors,Permanent,Part Time,Physiotherapist,NULL,NULL,Negotiable,Wellington,Kapiti Coast,filled,2024-06-03 14:33:15,2024-06-25 14:33:15,False,Executive,2602,7
9036,7260,Education,Administration,Permanent,Full Time,Primary Teacher,67060.62,75947.41,"$67,060-$75,947",Canterbury,Ashburton,expired,2026-05-27 08:46:58,2026-06-29 08:46:58,False,Mid,653,3
9037,8292,Retail,Sales Assistants,Contract,Part Time,Buyer,65151.79,84242.2,$40/hour,Waikato,Hamilton,closed,2024-06-22 08:27:28,2024-07-06 08:27:28,False,Mid,1693,3
9038,8594,Agriculture,Dairy,Temporary,Full Time,Farm Hand,115018.82,126682.99,$115k-$126k,Wellington,Upper Hutt,closed,2026-05-09 17:46:51,2026-06-20 17:46:51,False,Senior,350,3
9039,8307,Construction,Project Managers,Contract,Full Time,Site Manager,78689.6,101459.97,$48/hour,Canterbury,Christchurch,filled,2024-07-21 16:09:43,2024-08-21 16:09:43,False,Mid,2147,4
9040,7872,Technology,DevOps,Contract,Full Time,Data DevOp,194459.32,233649.12,$112/hour,Taranaki,New Plymouth,filled,2024-11-04 03:01:57,2024-11-22 03:01:57,True,Executive,3161,4
9041,8796,Finance,Financial Analysts,Contract,Full Time,Credit Controller,50658.59,56432.75,$27/hour,Wellington,Lower Hutt,filled,2024-05-07 09:42:52,2024-05-24 09:42:52,False,Entry,3068,1
9042,8863,Retail,Store Managers,Permanent,Full Time,E-commerce Manager,74629.84,94110.2,"$74,629-$94,110",Auckland,Manukau,closed,2024-03-13 15:04:27,2024-04-15 15:04:27,False,Mid,3787,7
9043,8373,Finance,Accountants,Permanent,Full Time,Credit Controller,217055.51,273629.18,$217k-$273k,Auckland,Franklin,closed,2025-05-06 13:13:58,2025-06-20 13:13:58,True,Executive,1331,4
9044,7730,Government,Communications,Contract,Full Time,Policy Analyst,113392.51,144931.55,$69/hour,Northland,Paihia,filled,2026-05-06 10:24:07,2026-06-17 10:24:07,True,Senior,321,2
9045,8947,Hospitality,Events,Temporary,Full Time,Restaurant Manager,68427.02,77140.96,"$68,427-$77,140",Auckland,Auckland City,active,2026-08-01 09:39:48,2026-08-31 09:39:48,False,Mid,145,7
9046,7193,Education,Administration,Permanent,Full Time,SENCO,167154.58,207357.74,$167k-$207k,Auckland,Papakura,filled,2024-01-26 12:14:45,2024-02-27 12:14:45,False,Executive,5478,5
9047,8041,Accounting,Management Accountants,Permanent,Full Time,Audit Manager,103625.12,130224.8,$103k-$130k,Auckland,Manukau,closed,2026-07-23 11:21:49,2026-08-13 11:21:49,False,Senior,219,2
