listing_id,user_id,vehicle_type,make,model,year,mileage_km,fuel_type,transmission,body_type,colour,engine_cc,registration_status,asking_price,region,city,status,listed_date,sold_date,view_count,watchlist_count,enquiry_count
9481,7992,SUV,Honda,Fit,2025,8616,Diesel,Automatic,Sedan,Grey,1500,Registered,34506.65,Auckland,Auckland City,expired,2023-12-03 05:02:03,NULL,1076,169,38
9482,7319,Boat,Holden,Trax,2013,171566,Petrol,Automatic,Sedan,Bronze,1500,Registered,20231.68,Canterbury,Selwyn,sold,2024-02-22 03:53:00,2024-03-06 03:53:00,2782,662,153
9483,8504,SUV,Holden,Astra,2015,149270,Diesel,Manual,Sedan,Blue,1300,Imported - Compliance Required,17726.83,Waikato,Taupo,expired,2024-02-08 22:41:17,NULL,4247,918,119
9484,2433,Car,Ford,Everest,2024,23000,Petrol,CVT,Sedan,Green,1800,Expired,34205.3,Taranaki,Stratford,withdrawn,2023-10-18 11:55:06,NULL,1843,381,138
9485,2429,Car,Mazda,MX-5,2025,11834,Diesel,Automatic,Hatchback,White,2500,On Hold,33173.46,Auckland,North Shore,expired,2024-11-14 19:29:50,NULL,1505,280,115
9486,2629,Car,Ford,Fiesta,2013,220945,Petrol,Manual,Sedan,Blue,1800,Expired,7037.28,Waikato,Cambridge,expired,2024-03-12 11:59:29,NULL,1012,176,51
9487,5117,Car,Toyota,Camry,2019,61117,Hybrid,Automatic,Hatchback,Red,2500,Registered,22990.27,Canterbury,Timaru,sold,2024-02-10 23:59:58,2024-03-30 23:59:58,1075,257,68
9488,8241,SUV,Volkswagen,T-Cross,2019,86003,Diesel,Automatic,Hatchback,White,1800,Registered,25666.0,Auckland,North Shore,expired,2024-01-15 18:49:04,NULL,2710,638,76
9489,5339,Ute,Toyota,Aqua,2025,11277,Hybrid,Manual,Hatchback,Black,2500,Registered,34187.69,Waikato,Cambridge,expired,2026-03-08 15:29:28,NULL,491,100,17
9490,432,Ute,Suzuki,Jimny,2018,140882,Petrol,Automatic,Ute,Bronze,3000,Registered,21982.24,Auckland,Papakura,expired,2026-01-27 18:51:42,NULL,788,147,59
9491,8813,Car,Ford,Everest,2025,17881,LPG,Manual,Wagon,White,1500,Registered,35825.31,Auckland,Franklin,sold,2026-02-12 06:37:23,2026-03-14 06:37:23,805,83,26
9492,8228,Ute,Mazda,CX-3,2018,106328,Diesel,CVT,Convertible,Silver,2500,Registered,22318.77,Auckland,Franklin,sold,2026-05-05 18:43:43,2026-06-25 18:43:43,396,91,19
9493,7976,Ute,Toyota,Yaris,2023,35948,Electric,Automatic,Coupe,Grey,NULL,Expired,24172.75,Hawkes Bay,Napier,expired,2025-09-21 09:15:41,NULL,1201,150,94
9494,9991,Motorcycle,Mazda,Mazda3,2024,10317,LPG,Automatic,Hatchback,White,600,Registered,13614.79,Wellington,Lower Hutt,sold,2026-04-13 09:10:43,2026-04-26 09:10:43,435,69,31
9495,8166,Motorcycle,Mazda,CX-9,2022,27348,Petrol,Manual,Hatchback,White,125,Registered,12435.83,Waikato,Tauranga,sold,2025-10-13 14:14:58,2025-11-01 14:14:58,1162,236,56
9496,1675,Motorhome,Mazda,MX-5,2025,9113,Petrol,CVT,Convertible,White,1500,Registered,28678.98,Auckland,Papakura,sold,2025-07-24 09:58:14,2025-08-02 09:58:14,1875,274,41
9497,7190,Ute,Nissan,Leaf,2026,0,Diesel,Automatic,Ute,Grey,1800,Registered,32566.69,Auckland,North Shore,sold,2024-05-05 11:37:01,2024-07-01 11:37:01,1757,238,66
9498,6321,Car,Mitsubishi,Triton,2025,8655,Diesel,Automatic,Wagon,Orange,1500,Registered,29954.71,Auckland,North Shore,expired,2025-10-21 07:03:17,NULL,1255,137,64
9499,3576,Motorhome,Mitsubishi,ASX,2020,78625,Diesel,Automatic,Hatchback,Black,1000,Registered,27260.49,Hawkes Bay,Havelock North,expired,2026-06-03 15:37:02,NULL,310,75,8
9500,7439,Motorcycle,Kia,Stonic,2023,17729,Petrol,Automatic,Ute,Grey,500,Registered,11570.57,Canterbury,Ashburton,expired,2026-04-19 17:25:31,NULL,191,31,7
9501,6039,SUV,Mitsubishi,Eclipse Cross,2011,259733,Hybrid,Automatic,Sedan,Black,1200,Registered,4562.11,Canterbury,Ashburton,sold,2026-05-16 18:36:29,2026-06-17 18:36:29,324,36,10
9502,7529,Motorcycle,Toyota,C-HR,2025,4732,Petrol,Automatic,Van,Black,650,Registered,11622.89,Taranaki,New Plymouth,withdrawn,2025-06-07 02:25:33,NULL,489,44,30
9503,8728,Car,Mitsubishi,Outlander,2026,0,Diesel,Manual,Hatchback,Blue,2000,Registered,33587.42,Auckland,Auckland City,sold,2024-02-26 07:37:36,2024-03-21 07:37:36,3967,871,173
9504,4324,SUV,Toyota,C-HR,2025,11952,Petrol,Automatic,Sedan,Red,1000,Registered,33231.44,Wellington,Kapiti Coast,expired,2026-02-22 13:50:30,NULL,399,45,24
9505,1501,SUV,Mazda,CX-3,2014,157599,Petrol,Automatic,Wagon,Green,2000,Registered,11534.04,Waikato,Rotorua,sold,2026-04-26 17:04:26,2026-05-04 17:04:26,417,72,31
9506,4033,Motorcycle,Toyota,Camry,2016,68817,Diesel,Manual,Ute,White,600,Registered,6107.96,Waikato,Taupo,sold,2025-01-23 08:10:44,2025-03-21 08:10:44,1365,324,50
9507,4676,Motorhome,Subaru,Impreza,2020,62821,Petrol,Manual,Sedan,Silver,1200,Registered,19121.2,Hawkes Bay,Napier,sold,2026-04-25 11:49:25,2026-06-21 11:49:25,473,49,22
9508,8536,Motorhome,Holden,Commodore,2020,80548,Petrol,Manual,Hatchback,Silver,2000,Registered,24972.25,Auckland,Franklin,sold,2024-03-14 00:33:39,2024-04-21 00:33:39,3438,411,160
9509,7296,Ute,Nissan,Pathfinder,2018,119671,Petrol,CVT,Sedan,Black,1800,Registered,23124.75,Wellington,Porirua,sold,2026-01-05 06:36:19,2026-01-19 06:36:19,957,161,75
9510,5434,SUV,Mercedes-Benz,C-Class,2019,123302,Hybrid,Automatic,Sedan,Grey,2500,On Hold,29374.52,Gisborne,Gisborne,withdrawn,2025-07-26 12:42:09,NULL,532,115,21
9511,5119,Car,Mitsubishi,Pajero,2017,98528,Hybrid,Automatic,Wagon,Green,4000,On Hold,16348.84,Auckland,Auckland City,sold,2025-03-05 05:51:41,2025-04-07 05:51:41,1234,232,60
9512,8078,Motorcycle,Toyota,Hilux,2015,56248,Hybrid,Automatic,SUV,White,125,Imported - Compliance Required,3753.13,Otago,Queenstown,expired,2026-03-08 23:32:04,NULL,365,29,24
9513,7884,SUV,Mazda,CX-5,2017,131121,Petrol,Automatic,Wagon,Red,2000,Registered,21816.3,Gisborne,Gisborne,sold,2024-06-19 21:31:36,2024-06-29 21:31:36,2245,414,147
9514,906,SUV,Ford,Ranger,2022,64228,Hybrid,Automatic,Sedan,Blue,1500,On Hold,24746.05,Auckland,Manukau,sold,2024-02-12 10:58:59,2024-03-08 10:58:59,1896,377,92
9515,7404,SUV,Ford,Falcon,2013,196871,Petrol,Automatic,Sedan,Black,1200,Registered,5464.71,Auckland,Auckland City,expired,2025-09-08 16:14:41,NULL,1375,305,48
9516,8077,Car,Toyota,Aqua,2017,90582,Petrol,Automatic,Wagon,Black,3500,Registered,20071.08,Waikato,Rotorua,sold,2024-10-30 19:13:59,2024-12-26 19:13:59,1837,326,40
9517,2600,Car,Hyundai,Santa Fe,2026,0,Petrol,Automatic,SUV,Silver,3500,Expired,31870.99,Auckland,Auckland City,expired,2024-02-28 16:57:53,NULL,1079,168,32
9518,7457,SUV,Nissan,Qashqai,2020,80155,Diesel,Automatic,SUV,Red,2500,Expired,22813.36,Waikato,Cambridge,expired,2024-12-03 05:33:11,NULL,828,113,58
9519,7455,Car,Nissan,Note,2025,10208,Hybrid,CVT,Sedan,White,3000,Expired,34868.07,Wellington,Lower Hutt,sold,2025-12-19 09:02:44,2026-02-15 09:02:44,416,53,29
9520,1428,Motorcycle,Toyota,Camry,2026,0,Diesel,CVT,Wagon,Grey,1000,Registered,15494.54,Auckland,Auckland City,sold,2024-04-20 18:05:03,2024-05-13 18:05:03,1925,181,84
9521,2522,Boat,Subaru,Legacy,2016,150923,Hybrid,Manual,Coupe,Blue,2500,On Hold,34913.9,Canterbury,Waimakariri,sold,2025-02-20 20:43:51,2025-04-21 20:43:51,1297,318,63
9522,3719,Boat,Kia,Sportage,2015,155879,Electric,Automatic,Sedan,Blue,NULL,Registered,16931.08,Waikato,Hamilton,sold,2024-04-26 05:06:49,2024-05-26 05:06:49,1802,413,101
9523,8717,Car,Toyota,Hilux,2017,119008,Electric,Automatic,Hatchback,Green,NULL,Registered,12757.13,Auckland,Waitakere,sold,2024-04-28 01:26:51,2024-06-27 01:26:51,2109,240,110
9524,7658,Car,Toyota,C-HR,2013,132178,Petrol,Automatic,Sedan,Gold,2500,Registered,11918.88,Bay of Plenty,Whakatane,sold,2024-05-29 12:02:36,2024-06-02 12:02:36,1141,136,90
9525,7616,Car,Subaru,Legacy,2023,45083,Petrol,Automatic,Ute,Red,1500,Registered,26681.79,Auckland,Manukau,sold,2026-04-08 03:29:54,2026-05-03 03:29:54,436,45,13
9526,9104,Car,BMW,X5,2026,0,Petrol,Automatic,Van,Green,2500,Imported - Compliance Required,58627.85,Nelson-Marlborough,Blenheim,expired,2023-09-23 00:21:34,NULL,4586,483,119
9527,887,SUV,Mazda,MX-5,2026,0,Diesel,Automatic,Hatchback,Bronze,1000,Imported - Compliance Required,33693.41,Bay of Plenty,Rotorua,sold,2023-10-01 23:48:50,2023-10-19 23:48:50,4311,710,297
9528,7373,Car,Subaru,Forester,2018,116329,Hybrid,CVT,Sedan,Red,1600,Expired,16008.91,Auckland,Auckland City,sold,2024-03-29 18:19:36,2024-04-05 18:19:36,4242,872,320
9529,8627,Car,Toyota,Land Cruiser,2008,204400,Petrol,Manual,Hatchback,Grey,2000,Imported - Compliance Required,1500,Auckland,Papakura,sold,2025-10-09 21:44:30,2025-10-23 21:44:30,525,83,26
9530,7883,Boat,Hyundai,i30,2021,54348,Diesel,Automatic,Coupe,Blue,3000,On Hold,48650.81,Waikato,Tauranga,expired,2026-03-06 20:22:52,NULL,623,147,27
9531,7778,Motorhome,Nissan,Note,2024,33975,Petrol,Automatic,Ute,Green,1800,Registered,34606.88,Taranaki,New Plymouth,expired,2023-09-27 03:47:16,NULL,1983,247,141
9532,7654,Motorhome,Subaru,XV,2025,16986,Petrol,Manual,Hatchback,Silver,1200,Registered,35512.07,Wellington,Upper Hutt,sold,2026-03-30 15:39:51,2026-04-20 15:39:51,479,55,15
9533,1333,SUV,Subaru,Forester,2024,34705,Petrol,Automatic,SUV,Black,1300,Registered,27189.42,Waikato,Rotorua,expired,2023-10-15 00:17:09,NULL,2134,221,60
9534,6177,Motorcycle,Ford,Falcon,2023,13030,Petrol,Manual,Ute,Red,300,Registered,12100.29,Manawatu-Wanganui,Levin,sold,2024-12-29 21:43:27,2025-02-01 21:43:27,2761,228,77
9535,7551,Ute,Toyota,Corolla,2017,97535,Diesel,Manual,Ute,Grey,4000,Expired,20639.78,Auckland,Auckland City,sold,2025-06-15 17:36:53,2025-07-28 17:36:53,1682,289,123
9536,7018,Car,Ford,Ranger,2016,177773,Hybrid,Manual,Ute,Blue,3000,Registered,12306.69,Wellington,Wellington City,sold,2025-03-06 03:02:45,2025-04-25 03:02:45,2187,411,67
9537,8708,SUV,Ford,Ranger,2016,149201,Hybrid,Automatic,SUV,White,4000,Registered,15165.63,Auckland,Waitakere,sold,2024-09-28 00:21:48,2024-10-21 00:21:48,2328,523,83
9538,1640,Motorcycle,Suzuki,S-Cross,2026,0,Diesel,Automatic,SUV,Bronze,900,Registered,14630.47,Otago,Oamaru,sold,2025-04-03 23:09:40,2025-05-15 23:09:40,2114,296,63
9539,4432,SUV,Subaru,Legacy,2017,116390,Diesel,Manual,Van,White,1500,Registered,19941.68,Wellington,Upper Hutt,sold,2024-11-18 08:55:17,2024-11-28 08:55:17,2322,355,110
9540,7853,Car,Holden,Cruze,2023,36334,Petrol,CVT,Ute,Green,1600,Registered,31477.43,Auckland,Waitakere,sold,2024-12-12 14:18:15,2024-12-27 14:18:15,1253,125,43
9541,4331,Car,Mazda,CX-30,2023,42205,Diesel,CVT,Wagon,White,1000,Registered,31233.76,Canterbury,Waimakariri,sold,2025-08-30 06:23:34,2025-10-24 06:23:34,1619,147,126
9542,7575,Motorhome,Volkswagen,Tiguan,2019,75419,Diesel,Automatic,Sedan,Black,1000,Registered,23449.77,Wellington,Wellington City,sold,2025-04-26 15:36:23,2025-06-13 15:36:23,1262,209,96
9543,5331,Ute,Mazda,CX-30,2016,145464,Diesel,Automatic,SUV,White,1800,Registered,16657.31,Auckland,Papakura,sold,2025-03-30 18:18:20,2025-05-10 18:18:20,2401,302,57
9544,8454,Car,Holden,Astra,2023,26502,Petrol,CVT,Convertible,Blue,2500,Expired,29908.96,Waikato,Hamilton,withdrawn,2023-12-09 07:30:28,NULL,1330,162,58
9545,2317,SUV,Toyota,Corolla,2020,51624,Diesel,Automatic,Hatchback,White,1600,Registered,18585.01,Canterbury,Christchurch,sold,2023-09-30 20:36:30,2023-10-13 20:36:30,4638,1096,279
9546,8985,Car,Honda,Civic,2011,188249,Diesel,Automatic,Hatchback,Black,1600,Registered,1500,Hawkes Bay,Havelock North,expired,2025-03-15 23:05:49,NULL,2442,344,90
9547,5224,SUV,Mazda,BT-50,2014,187914,Petrol,Automatic,Van,Silver,2200,Registered,6138.85,Manawatu-Wanganui,Feilding,expired,2025-12-15 13:28:31,NULL,769,99,16
9548,7303,Motorcycle,Mazda,CX-3,2023,15636,Diesel,Manual,SUV,Blue,750,Registered,13472.85,Hawkes Bay,Havelock North,expired,2025-02-13 06:50:33,NULL,1686,168,101
9549,7160,Car,Mitsubishi,Lancer,2021,68530,Hybrid,Automatic,Hatchback,Red,2500,Registered,26033.17,Wellington,Porirua,withdrawn,2026-01-10 04:21:26,NULL,641,102,21
9550,7743,Motorhome,Toyota,Corolla,2022,60708,Petrol,Automatic,SUV,Grey,2200,Registered,26578.92,Bay of Plenty,Rotorua,withdrawn,2024-11-23 03:32:07,NULL,991,167,66
9551,6143,SUV,Toyota,Hilux,2021,62237,Diesel,Automatic,Ute,Blue,3500,Registered,23360.84,Auckland,Papakura,sold,2023-10-11 23:33:27,2023-11-14 23:33:27,4760,928,149
9552,6465,Car,BMW,5 Series,2026,0,Petrol,Manual,Hatchback,Grey,1800,Registered,50538.91,Auckland,Papakura,expired,2025-04-29 03:44:12,NULL,2192,411,134
9553,8844,Car,Ford,Ranger,2014,110691,Diesel,CVT,Van,Gold,1800,Registered,15242.26,Auckland,Manukau,sold,2025-01-22 01:06:48,2025-02-20 01:06:48,1091,217,70
9554,8632,Car,Toyota,C-HR,2026,0,Petrol,Manual,Hatchback,Silver,1500,Registered,33442.48,Wellington,Kapiti Coast,sold,2023-12-30 09:15:39,2024-01-10 09:15:39,3846,765,282
9555,4550,Motorcycle,Mazda,CX-3,2024,9231,Petrol,Automatic,Van,Black,900,On Hold,14333.71,Otago,Dunedin,expired,2024-11-07 01:15:25,NULL,2515,391,187
9556,8565,Car,Suzuki,Baleno,2021,43046,Hybrid,Automatic,Sedan,Green,1300,Registered,25359.03,Wellington,Wellington City,sold,2025-11-01 21:42:52,2025-12-22 21:42:52,898,127,34
9557,1644,Car,Mitsubishi,Triton,2022,33037,Petrol,Manual,SUV,Green,1200,Registered,23091.26,Auckland,Waitakere,sold,2026-01-16 04:37:10,2026-02-06 04:37:10,784,83,21
9558,7114,Car,Mercedes-Benz,A-Class,2022,32529,Petrol,Automatic,SUV,White,2200,Registered,34159.9,Canterbury,Ashburton,sold,2026-07-14 16:22:09,2026-07-23 16:22:09,145,24,8
9559,1013,SUV,Toyota,Hilux,2013,164692,Petrol,Automatic,Hatchback,White,3500,Registered,10023.82,Canterbury,Ashburton,expired,2023-09-13 04:10:07,NULL,2641,267,75
9560,7329,SUV,Toyota,Corolla,2017,82568,Diesel,Automatic,Hatchback,White,4000,Registered,15322.96,Canterbury,Ashburton,sold,2025-08-28 00:43:18,2025-10-18 00:43:18,1264,109,80
9561,1768,Car,Toyota,Corolla,2020,61297,Hybrid,Automatic,Wagon,Gold,3500,Registered,27070.02,Auckland,Waitakere,sold,2026-04-07 00:42:32,2026-04-14 00:42:32,323,35,11
9562,8637,Car,Holden,Captiva,2015,100906,Diesel,Manual,Hatchback,Silver,3000,Registered,10932.02,Auckland,Waitakere,withdrawn,2024-09-06 02:46:47,NULL,860,212,48
9563,7724,Motorcycle,Hyundai,Venue,2020,40852,Diesel,Manual,SUV,Red,1000,Registered,7221.1,Waikato,Rotorua,sold,2025-07-30 15:38:59,2025-09-15 15:38:59,1639,314,82
9564,4568,Car,Hyundai,i30,2021,69760,Petrol,Manual,Ute,White,4000,Registered,26210.89,Auckland,Franklin,expired,2024-04-10 13:44:15,NULL,2289,493,173
9565,6856,Car,Nissan,Qashqai,2024,19362,Petrol,Automatic,Sedan,Red,1800,Registered,30960.45,Nelson-Marlborough,Nelson,expired,2023-11-15 18:13:45,NULL,1126,203,55
9566,5750,SUV,Hyundai,Venue,2019,66752,Hybrid,Automatic,SUV,Grey,1500,Registered,24722.52,Auckland,Franklin,expired,2026-01-08 17:33:52,NULL,982,177,20
9567,8856,SUV,Ford,Fiesta,2017,121337,Hybrid,Automatic,Van,Gold,1300,On Hold,13770.23,Wellington,Wellington City,sold,2024-12-21 14:10:56,2025-02-17 14:10:56,1932,347,48
9568,8578,Car,Honda,Jazz,2018,138877,Diesel,CVT,Wagon,Grey,3000,Registered,16512.46,Hawkes Bay,Havelock North,sold,2024-12-26 08:23:22,2025-01-04 08:23:22,2106,323,102
9569,1724,Car,Ford,Focus,2022,51139,Petrol,Automatic,Hatchback,Blue,1000,Registered,26984.47,Auckland,Franklin,withdrawn,2024-02-03 23:22:38,NULL,1908,248,71
9570,7841,SUV,Toyota,Hilux,2015,90443,Petrol,Automatic,Hatchback,Grey,1300,Registered,8170.04,Wellington,Lower Hutt,sold,2025-05-14 17:49:08,2025-06-02 17:49:08,1351,312,50
9571,4905,Ute,Hyundai,Santa Fe,2026,0,Electric,Manual,Coupe,White,NULL,Registered,37432.43,Bay of Plenty,Rotorua,active,2026-07-29 18:26:10,NULL,59,7,4
9572,8758,Car,Toyota,Corolla,2023,39709,LPG,CVT,Wagon,White,2200,Registered,31014.01,Auckland,Waitakere,expired,2024-01-20 15:48:51,NULL,2845,431,205
9573,7338,Car,Honda,Fit,2020,81709,Petrol,Manual,Wagon,Red,3000,Registered,21210.07,Bay of Plenty,Rotorua,expired,2025-11-28 00:29:23,NULL,1092,199,41
9574,8089,Car,Mazda,Mazda2,2017,73380,Diesel,Manual,Convertible,Black,1200,Registered,12033.8,Auckland,Auckland City,sold,2026-03-25 22:08:53,2026-04-07 22:08:53,204,35,11
9575,8753,Ute,Hyundai,i30,2025,9825,Petrol,Automatic,Van,Blue,1500,Registered,32600.68,Gisborne,Gisborne,sold,2025-06-23 22:57:42,2025-08-19 22:57:42,894,175,31
9576,8624,Van,Toyota,Hilux,2015,145438,Petrol,Automatic,Van,Grey,2000,Expired,15832.86,Canterbury,Ashburton,sold,2024-11-04 09:56:43,2024-12-06 09:56:43,1998,342,129
9577,892,Boat,Mazda,CX-30,2022,49206,Petrol,Automatic,Hatchback,Bronze,1200,Registered,41436.39,Bay of Plenty,Mount Maunganui,withdrawn,2025-08-20 17:34:43,NULL,1070,101,30
9578,8384,SUV,Ford,Escape,2021,85717,Diesel,Manual,Wagon,Red,1800,On Hold,25537.31,Auckland,North Shore,expired,2024-05-29 11:49:30,NULL,2475,432,115
9579,8233,Car,Mitsubishi,ASX,2026,0,Petrol,Manual,SUV,White,3000,Registered,32278.66,Auckland,Manukau,sold,2025-09-07 03:59:24,2025-10-25 03:59:24,912,163,50
9580,8890,SUV,Subaru,Impreza,2026,0,Petrol,Manual,Ute,Silver,4000,Registered,35012.93,Waikato,Hamilton,expired,2026-01-15 05:48:07,NULL,971,118,42
9581,5289,Car,Nissan,X-Trail,2025,9927,Diesel,CVT,SUV,Black,2500,Expired,33841.43,Auckland,Papakura,expired,2025-10-27 12:21:36,NULL,949,178,24
9582,1494,SUV,Toyota,Yaris,2025,14537,Petrol,Automatic,Wagon,Silver,2200,Registered,29248.89,Auckland,Franklin,expired,2024-09-23 20:44:41,NULL,871,189,26
9583,4239,Car,Toyota,Hilux,2019,119013,Petrol,Manual,Hatchback,Blue,4000,Registered,20951.84,Manawatu-Wanganui,Palmerston North,sold,2024-03-09 00:46:02,2024-03-19 00:46:02,1645,144,69
9584,4018,Ute,Toyota,Hilux,2008,323889,Hybrid,Manual,Hatchback,White,1500,Imported - Compliance Required,1500,Waikato,Tauranga,expired,2025-07-21 15:12:49,NULL,1582,132,52
9585,7858,Boat,Nissan,Pathfinder,2024,22402,Hybrid,Manual,Ute,Green,3500,Registered,58556.77,Auckland,Franklin,expired,2024-12-15 19:11:05,NULL,760,135,33
9586,8970,Van,Ford,Fiesta,2021,58007,LPG,Automatic,Ute,White,1600,Registered,22641.79,Wellington,Porirua,sold,2026-04-23 03:23:03,2026-05-03 03:23:03,366,59,20
9587,9705,Motorhome,Nissan,Pathfinder,2016,134551,Petrol,Manual,Hatchback,Blue,1500,Registered,14684.65,Auckland,North Shore,expired,2025-06-06 17:35:48,NULL,1928,434,106
9588,8047,Car,Mazda,Mazda3,2017,96108,Petrol,Automatic,Sedan,Blue,2500,On Hold,12283.04,Bay of Plenty,Tauranga,expired,2025-07-13 08:48:02,NULL,1794,300,70
9589,5867,Car,Holden,Cruze,2010,255476,Petrol,Automatic,Sedan,Grey,1600,Registered,5936.26,Northland,Paihia,sold,2025-10-30 13:43:33,2025-12-06 13:43:33,1274,298,51
9590,8395,Ute,Holden,Trax,2021,54601,Diesel,Automatic,Coupe,Grey,2500,Registered,28744.19,Auckland,Franklin,expired,2024-04-20 07:50:50,NULL,3284,477,155
9591,4963,Car,Honda,Fit,2012,219028,Hybrid,Manual,Sedan,Red,4000,Registered,7649.17,Auckland,Manukau,sold,2026-05-30 14:01:23,2026-07-21 14:01:23,235,46,13
9592,7738,Van,Mazda,Mazda2,2020,99875,Hybrid,Automatic,Sedan,White,1300,Registered,18475.58,Auckland,North Shore,sold,2025-03-28 17:06:33,2025-05-16 17:06:33,1233,247,84
9593,7853,SUV,Ford,Focus,2015,165616,Petrol,Manual,SUV,Black,1200,Registered,14446.77,Wellington,Wellington City,sold,2024-03-24 19:47:53,2024-04-22 19:47:53,4159,364,115
9594,7310,Car,Mercedes-Benz,C-Class,2014,122865,Petrol,CVT,Coupe,Silver,3000,Expired,19328.58,Auckland,Waitakere,expired,2024-05-02 05:49:50,NULL,2601,453,165
9595,8197,Car,Hyundai,Santa Fe,2025,9534,Electric,CVT,Sedan,White,NULL,Registered,37625.42,Canterbury,Selwyn,sold,2026-06-12 22:57:55,2026-07-14 22:57:55,144,34,10
9596,157,SUV,Mazda,MX-5,2019,56618,Petrol,Automatic,Coupe,Bronze,1300,Registered,24457.09,Auckland,Auckland City,expired,2024-04-11 11:50:49,NULL,4013,624,149
9597,8275,SUV,Ford,Ranger,2015,106472,Petrol,Automatic,Van,Silver,1500,Registered,9820.65,Auckland,Waitakere,sold,2025-10-14 19:33:18,2025-10-24 19:33:18,1046,131,83
9598,2425,Motorcycle,Nissan,Pathfinder,2024,9130,Diesel,Manual,Ute,White,900,Registered,13435.63,Manawatu-Wanganui,Feilding,expired,2026-04-19 11:03:08,NULL,199,38,4
9599,4287,Car,Honda,Civic,2018,137862,Diesel,Manual,SUV,Blue,4000,Registered,22215.52,Wellington,Wellington City,sold,2024-07-10 00:29:45,2024-09-08 00:29:45,3483,535,241
9600,7404,Car,Mazda,BT-50,2024,26614,Petrol,Automatic,SUV,Green,3500,Registered,32667.55,Wellington,Upper Hutt,sold,2026-05-02 16:49:16,2026-06-21 16:49:16,172,40,3
9601,7975,Car,Kia,Niro,2018,80260,Petrol,Automatic,SUV,Red,3000,Registered,16537.98,Wellington,Lower Hutt,sold,2026-04-02 01:36:43,2026-04-16 01:36:43,467,97,15
9602,708,Car,Nissan,Juke,2017,137213,Petrol,Automatic,Sedan,Grey,1000,Registered,14608.67,Waikato,Taupo,expired,2024-01-02 14:18:29,NULL,3083,478,239
9603,6291,Ute,Audi,A3,2018,83792,LPG,Automatic,Van,Black,1500,Registered,35353.82,Wellington,Wellington City,sold,2026-02-13 21:50:34,2026-04-02 21:50:34,557,73,21
9604,1746,Ute,Mitsubishi,ASX,2025,16159,Diesel,Automatic,Wagon,Blue,1500,Registered,28159.37,Canterbury,Christchurch,expired,2025-11-21 07:54:56,NULL,1187,140,36
9605,4256,Motorcycle,Subaru,Outback,2023,19508,Petrol,Automatic,SUV,White,500,Registered,11988.67,Wellington,Lower Hutt,sold,2024-09-27 08:13:25,2024-10-20 08:13:25,3006,682,156
9606,909,Motorhome,Honda,Jazz,2014,181963,Petrol,Automatic,Hatchback,White,3000,Registered,10219.74,West Coast,Hokitika,sold,2026-05-14 01:45:20,2026-07-11 01:45:20,149,33,4
9607,8563,Car,Hyundai,Kona,2016,86369,Petrol,Manual,Van,Red,1000,Registered,10815.1,Auckland,Manukau,sold,2025-05-29 03:14:56,2025-07-21 03:14:56,999,88,78
9608,8698,Motorhome,Mazda,Mazda2,2020,90302,Petrol,Automatic,Convertible,Silver,2200,Registered,22184.68,Canterbury,Christchurch,sold,2025-02-09 16:55:43,2025-04-10 16:55:43,642,141,37
9609,7304,Car,Nissan,Qashqai,2025,8084,Hybrid,Automatic,Sedan,Silver,4000,Registered,33416.04,Auckland,Franklin,expired,2025-04-23 11:31:59,NULL,1766,366,47
9610,8897,SUV,Mazda,Mazda2,2021,82444,Petrol,CVT,SUV,Grey,1800,Registered,28961.78,Auckland,Manukau,expired,2025-11-02 00:04:45,NULL,709,114,39
9611,7903,SUV,Subaru,Legacy,2014,179243,Hybrid,CVT,Ute,Bronze,1000,Registered,6669.04,Auckland,Papakura,expired,2024-10-11 07:05:38,NULL,1877,395,71
9612,3217,SUV,Honda,Fit,2021,48976,Hybrid,Automatic,Hatchback,Red,4000,On Hold,21749.93,Auckland,North Shore,expired,2025-08-13 20:32:01,NULL,1091,137,70
9613,7255,SUV,Hyundai,Venue,2021,56423,Diesel,Manual,Ute,Black,1200,Registered,29591.16,Bay of Plenty,Whakatane,expired,2024-01-21 05:27:31,NULL,2026,227,62
9614,8511,Car,Mazda,Mazda2,2020,78963,Petrol,Manual,Sedan,Red,3500,Expired,20558.82,Nelson-Marlborough,Blenheim,expired,2025-05-20 05:39:18,NULL,1509,243,115
9615,4812,Ute,Mitsubishi,Pajero,2018,89393,Petrol,Manual,Ute,Black,1200,Registered,20724.63,Auckland,Papakura,sold,2025-08-01 12:00:42,2025-09-28 12:00:42,642,71,49
9616,5578,Motorcycle,Mitsubishi,Outlander,2021,35946,Diesel,CVT,Coupe,Grey,1000,Expired,8933.71,Wellington,Kapiti Coast,sold,2023-09-05 08:43:58,2023-10-19 08:43:58,3879,456,286
9617,8303,Ute,Hyundai,Santa Fe,2016,140671,Petrol,Automatic,Convertible,Black,1600,Registered,11028.9,Nelson-Marlborough,Blenheim,sold,2025-10-21 20:57:02,2025-11-17 20:57:02,592,52,28
9618,8607,Car,Volkswagen,T-Cross,2022,43912,Electric,Automatic,Hatchback,Black,NULL,On Hold,28186.61,Bay of Plenty,Whakatane,sold,2024-02-23 03:46:30,2024-03-19 03:46:30,3084,357,240
9619,4338,Ute,Nissan,X-Trail,2015,100912,Petrol,Manual,Van,Green,1500,Registered,8560.26,Wellington,Lower Hutt,expired,2024-05-11 20:35:50,NULL,2607,592,61
